item_uuid,item_name,canonical_id,canonical_leader,canonical_member
650f6061-aee1-4e60-8ead-03e8aa3eb685,Milkybar White Chocolate Dessert 2 x 70g,15484.0,milkybar white chocolate dessert 2 x 70g,milkybar white chocolate dessert 2 x 70g
650f326f-88fc-4f2f-a958-0028f9c86fc2,corona extra 10pk 10x330ml,5425.0,corona extra 10 x 330 ml,corona extra 10pk 10x330ml
650bc202-bc0f-484d-ac9b-040a0b81a71c,co op nice biscuits 250g 250g,5317.0,co-op nice biscuit 250 g,co op nice biscuit 250g 250g
650ab451-2bea-5548-9a1b-9ff4dd2a68b9,i heart sauvignon blanc 75cl,13448.0,i heart sauvignon blanc 75cl,i heart sauvignon blanc 75cl
65096986-cbc2-414a-be40-8631b9eae562,Cadbury Caramel 120G,3761.0,cadbury caramel 120 g,cadbury caramel 120g
6508bfff-6128-44d4-acee-22c728e79b36,WKD Berry 70cl,25976.0,wkd berry 70 ml,wkd berry 70cl
64ec90f9-9f80-47ee-86fa-9818ffeab8e0,Old Mout Cider Pineapple & Raspberry 500ml,16712.0,old mout pineapple raspberry cider 500ml,old mout cider pineapple raspberry 500ml
64ec6ecd-c1f8-55cb-a815-ce98053da59d,Ocean Spray Cranberry Classic 1L,16649.0,ocean spray cranberry classic 1l,ocean spray cranberry classic 1l
64e5b689-5555-55cd-8593-e73101481ff6,Fruittella Favourites Juicy Strawberry 135g,8064.0,fruittella favourite juicy strawberry 135 g,fruittella favourite juicy strawberry 135g
64e58178-9234-4de2-baa7-06212526792f,Co Op Brussels Pate 175g,4762.0,co-op brussels pate 175 g,co op brussels pate 175g
64e0d22a-f61c-514d-bfd9-8dc51886cd20,I Heart Sauvignon Blanc,10844.0,i heart sauvignon blanc white wine,i heart sauvignon blanc
64dcf3c6-2c9b-5fd9-a635-ee83ddaa6ad2,Johnson's Baby Cotton Buds 100 Buds,11884.0,johnson's baby cotton buds 100 units,johnson baby cotton bud 100 bud
64d6e7f6-37ff-54e2-97a3-4fc05ffdfbb4,Regina Heart 3 Ply 2 Kitchen Roll,19346.0,regina heart 3 ply 2 kitchen roll,regina heart 3 ply 2 kitchen roll
64d6d640-5a71-5aac-b7b3-2b9b37840c1b,STELLA ARTOIS 660ML,21695.0,stella artois beer 660 ml,stella artois 660ml
64d2658f-61ca-4f41-9696-cfec4989168b,Red Bull 473ml,19147.0,red bull  473ml,red bull 473ml
64d1b115-5a60-427c-8fb1-05f1ee90de4a,Old Mout Cider Pineapple and Raspberry 500ml,16712.0,old mout pineapple raspberry cider 500ml,old mout cider pineapple and raspberry 500ml
64cdba00-55bd-46c6-8b73-6eabebd6d7df,Kingsmill Wholemeal Medium - 800g,25651.0,kingsmill wholemeal medium 800 g,kingsmill wholemeal medium 800g
64cb8b6e-6306-56d6-8c83-d4f35b541b9c,seriously strong spreadable cheese 125g,20554.0,seriously strong spreadable cheese 125 g,seriously strong spreadable cheese 125g
64caaef9-d863-50ff-afd6-73466a3fd7b3,RUSTLERS QUARTER POUNDER ,20153.0,ruslters quarter pounder single,rustler quarter pounder
64ca08b1-9373-5024-9642-bf15fc07f258,co op fusilli pasta twists 500g,16183.0,napolina fusilli twist pasta 500g,co op fusilli pasta twist 500g
64c8c975-7d4e-5edc-a8a7-953ef590876a,Lockets Honey and Lemon,13757.0,locket honey and lemon,locket honey and lemon
64c2aa39-01d3-5a90-bbb0-8798a71b6801,fanta fruit twist pm 1.15/2f 2.20 500ml,7377.0,fanta fruit twist 500 ml,fanta fruit twist f 2.20 500ml
64be6f56-95f9-5f28-b76c-087699baaedc,amber leaf ryo (t&t) * 30g,1189.0,amber leaf ryo tt 30 g,amber leaf ryo tt 30g
64bb5670-9e78-5c02-9eca-d6d4d799b90e,jps players ks real red (t&t) * 20s,18279.0,jps player k real red tt 20,jps player k real red tt 20
64b3911a-55a9-5cc9-a6e3-76f3b349b360,marlboro ks gold (t&t) * 20s,14557.0,marlboro k gold tt 20,marlboro k gold tt 20
64b2ed76-c30a-4e8d-a043-7a6ae32d66b9,SMIRNOFF VODKA 20CL,20935.0,smirnoff vodka 200 ml,smirnoff vodka 20cl
64a9bd35-a035-46fb-a535-dbe762c982ae,Reese's 2 Peanut Butter Cups 42G,19258.0,reeses 2 peanut butter cup 42 g,reeses 2 peanut butter cup 42g
64a89c7d-f0e2-4b20-a718-8f9264652570,STERLING RYO POUCH (T&T) * 30g,21782.0,sterling tt rolling tobacco pouch 30 g,sterling ryo pouch tt 30g
64a847fd-9f52-46cb-a5f9-936817b9688a,Co-op Natural Mineral Water Still 2 Litre,5316.0,co-op natural mineral water still 2 l,coop natural mineral water still 2 litre
64a6bae7-0da5-40a4-ade5-21d9535b6bb1,Jack Daniel's Whiskey 20cl,11316.0,jack daniel's whiskey 200 ml,jack daniel whiskey 20cl
64a3b821-569c-411f-99c9-2b35fef45291,Bounty Milk Triple 85g,3002.0,bounty milk triple 85 g,bounty milk triple 85g
649c1416-1724-4148-9040-5f8af1456bed,CO OP NICE BISCUITS 250G,5317.0,co-op nice biscuit 250 g,co op nice biscuit 250g
649bc3ce-cace-4f9f-be85-95508a3d6bf1,Galaxy smooth milk 75G,8323.0,galaxy smooth milk chocolate bar 75 g,galaxy smooth milk 75g
6495f820-4510-56f1-8bf3-3d913c683266,Peperami Hot 22.5g,17560.0,pepperami hot 22.5 g,peperami hot 22.5g
64937d46-6bc1-55f0-ba72-b77fb494302c,Rowntree's Randoms Sweets Sharing Bag 120g,20056.0,rowntrees fruit pastilles randoms 120 g,rowntrees randoms sweet sharing bag 120g
6491b45c-2281-54e3-bcaa-cdf936694e07,sterling new ks dual (t&t) * 20s,21843.0,sterling new king size dual tt cigarettes 20 units,sterling new k dual tt 20
6489da68-3ba3-4563-821e-67caad0ab778,Diet Coke 1.75L £1.75 PMP,6103.0,coke diet soda 1.75 l,diet coke 1.75l p
6481f68a-2a4c-4b80-9656-c75196afe323,Pringles Sour Cream & Onion (200g),18679.0,pringles sour cream onion crisp 200 g,pringles sour cream onion 200g
647d5072-f022-4347-a620-93c68f53f0e8,Lucozade Sport Raspberry 500ml,13931.0,lucozde sport raspberry 500ml,lucozade sport raspberry 500ml
647b3e33-f8a6-5e58-82df-2f0eb77f5628,co op houmous dip 200g,4799.0,co-op houmous dip 200 g,co op houmous dip 200g
647ad750-fd63-5aae-bcc3-f6f896433e7e,red bull energy pm 1.35 250ml,19240.0,red bull energy 250 ml,red bull energy  250ml
64719944-7ccc-5dea-9f92-984a02ac8174,Co-Op Smoked Salmon 100g,4864.0,co-op smoked salmon 100 g,coop smoked salmon 100g
64707b77-8ce7-4f8e-8540-be9e8efa1a67,Rowntree's Pick & Mix Sweets Sharing Bag 120g,20055.0,rowntrees pick & mix 120 g,rowntrees pick mix sweet sharing bag 120g
646eb722-93b4-57ae-b482-71382071c48f,ambrosia custard 400g,1196.0,ambrosia devon custard 400 g,ambrosia custard 400g
646d13c4-0618-45f3-9285-8746fd978b15,Co Op Strawberry Jam 454g,11565.0,coop strawberry jam 454 g,co op strawberry jam 454g
6468bee8-7770-43e3-a34b-58c691d543ef,Red Bull Energy 355ml,19161.0,red bull energy 355 ml,red bull energy 355ml
6467da4a-d01e-486e-9202-f15aa85f7ca9,Walkers Quavers Prawn Cocktail Snacks £1 RRP PMP 45g,24898.0,walker quaver prawn cocktail snack 45 g,walker quaver prawn cocktail snack 1 rrp g
