group_id,leader,member
24143,nestle milkybar pm 1 90g,nestle milkybar block pm 1 90g
24143,nestle milkybar pm 1 90g,nestle milkybar pm 1 90g
24144,nestle milkybar share bag,nestle milkybar share bag
24145,nestle milkybarbuttons pm 1,nestle milkybarbuttons pm 1
24146,nestle milkybarbuttons pm 1 85g,nestle milkybarbuttons pm 1 85g
24147,nestle milkyway 100g,nestle milkyway 100g
24148,nestle milybar butt0ns bag 85g,nestle milybar butt0ns bag 85g
24149,nestle multigrain cheerio 375g 2.,cheerio multigrain 375g
24149,nestle multigrain cheerio 375g 2.,cheerio multigrain 375g 
24149,nestle multigrain cheerio 375g 2.,nestle multigrain cheerio 375g
24149,nestle multigrain cheerio 375g 2.,nestle multigrain cheerio 375g 2.
24150,nestle munchies 52g,nestle munchies 52g
24151,nestle munchies bag 81g,nestle munchies 81g
24151,nestle munchies bag 81g,nestle munchies bag 81g
24152,nestle munchies cookie dough bag 101g,nestle munchies cookie dough bag 101g
24155,nestle nesquik 375g,nestle nesquik 375g
24156,nestle nesquik chocolate flavour 300g,nesquik 300g banana flavour powder
24156,nestle nesquik chocolate flavour 300g,nesquik 300g chocolate flavour powder
24156,nestle nesquik chocolate flavour 300g,nesquik banana flavoured milkshake powder 300g
24156,nestle nesquik chocolate flavour 300g,nesquik banana flavoured milkshake powder 300g tub
24156,nestle nesquik chocolate flavour 300g,nesquik banana milkshake powder 300g tub
24156,nestle nesquik chocolate flavour 300g,nesquik chocolate 300g
24156,nestle nesquik chocolate flavour 300g,nesquik chocolate flavour 300g
24156,nestle nesquik chocolate flavour 300g,nesquik chocolate flavoured milkshake powder 300g
24156,nestle nesquik chocolate flavour 300g,nesquik chocolate flavoured milkshake powder 300g tub
24156,nestle nesquik chocolate flavour 300g,nesquik chocolate milkshake powder 300g tub
24156,nestle nesquik chocolate flavour 300g,nestle nesquick banana 300g
24156,nestle nesquik chocolate flavour 300g,nestle nesquick chocolate 300g
24156,nestle nesquik chocolate flavour 300g,nestle nesquik banana flavour 300g
24156,nestle nesquik chocolate flavour 300g,nestle nesquik chocolate flavour 300 g
24156,nestle nesquik chocolate flavour 300g,nestle nesquik chocolate flavour 300g
24157,nestle nesquik strawberry flavour 300g,300 g nesquik strawberry
24157,nestle nesquik strawberry flavour 300g,nesquik 300g strawberry flavour powder
24157,nestle nesquik strawberry flavour 300g,nesquik strawberry 300g
24157,nestle nesquik strawberry flavour 300g,nesquik strawberry flavour 300g
24157,nestle nesquik strawberry flavour 300g,nesquik strawberry flavoured milkshake powder 300g
24157,nestle nesquik strawberry flavour 300g,nesquik strawberry flavoured milkshake powder 300g tub
24157,nestle nesquik strawberry flavour 300g,nesquik strawberry milkshake powder 300g tub
24157,nestle nesquik strawberry flavour 300g,nestle nesquick strawberry 300g
24157,nestle nesquik strawberry flavour 300g,nestle nesquik strawberry flavour 300g
24158,nestle nido full cream milk powder 400g,nestle nido full cream milk powder 400g
24159,nestle pure life still spring water 12x500ml,nestle pure life still spring water 12x500ml
24161,nestle rollo 4 pack,nestle rollo 4 pack
24162,nestle rolo 166.4g,nestle rolo 166.4g
24163,nestle rolo 50g,nestle rolo 50g
