group_id,leader,member
279,1l capri sun appleblackcurrant juice,1l capri sun appleblackcurrant juice
280,1l capri sun orange juice,1l capri sun orange juice
293,1wash and go 2in1,1wash and go 2in1
294,2 bloo toilet block,2 bloo toilet block
295,2 cod fillet boneless,2 cod fillet boneless
296,2 four cheese pizza,2 four cheese pizza
303,2 litre red,1 litre red
303,2 litre red,2 litre red
307,2 ltr 7up free lemon lime bottle,2 ltr 7up free lemon lime bottle
316,2 ltr barr shandy,2 ltr barr shandy
322,2 ltr fresh semi milk,2 ltr fresh semi milk
324,2 ltr ice valley still water,2 ltr ice valley still water
326,2 ltr irn bru extra,2 ltr irn bru extra
330,2 ltr levi root caribbean twist,2 ltr levi root caribbean twist
338,2 ltr strongbow,2 ltr strongbow
339,2 ltr tango orange bottle,2 ltr tango orange bottle
341,2 pack bird eye battered cod fillet,2 pack bird eye battered cod fillet
342,2 pack clear tape,2 pack clear tape
343,2 pack large garlic and corriander naan,2 pack large garlic and corriander naan
344,2 pack large plain naan,2 pack large plain naan
345,2 plain naan bread,2 plain naan bread
346,2 smoked haddock fillet boneless,2 smoked haddock fillet boneless
347,2 white baguette,2 white baguette
348,2 x 100 g mccain micro chip,2 x 100 g mccain micro chip
349,2.5 kg wagg complete chicken dog food,2.5 kg wagg complete beef dog food
349,2.5 kg wagg complete chicken dog food,2.5 kg wagg complete chicken dog food
352,2.5 ltr omega cider,2.5 ltr omega cider
353,20 b h s ky blue king size,20 b h s ky blue king size
355,20 cl bell,20 cl bell
356,20 cl chekov,20 cl chekov
358,20 cl courvoisier,20 cl courvoisier
359,20 cl gordons original,20 cl gordons original
360,20 cl jacobite,20 cl jacobite
361,20 cl smirnoff,20 cl smirnoff
362,20 club king size,20 club king size
363,20 club superkings,20 club superkings
364,20 g caramel freddo,20 g caramel freddo
368,20 g pub original pork crunch,20 g pub original pork crunch
370,20 large refuse sack,20 large refuse sack
371,20 mal bra gold,20 mal bra gold
373,20 mtr cling film roll,20 mtr cling film roll
374,20 pack large freezer bag,20 pack large freezer bag
376,20 roll bin liner,20 roll bin liner
379,200 g cheese slice,200 g cheese slice
384,200 g delicatessen chicken and chorizo bite,200 g delicatessen chicken and chorizo bite
389,200 g fox crunch cream golden,200 g fox crunch cream golden
390,200 g fox sport,200 g fox sport
394,200 g happy shopper tomato puree,200 g happy shopper tomato puree
395,200 g jack fruit shorties,200 g jack fruit shorties
406,200 ml e apple,200 ml e apple
408,200 ml insette hairspray,200 ml insette hairspray
411,200 ml swann universal gas refill,200 ml swann universal gas refill
412,200 nappy bag,200 nappy bag
414,20g quaver cheese,20g quaver cheese
416,21 g snap,21 g snap
418,215 g old el passo jalapeno,215 g old el passo jalapeno
420,220 g aunt bessies yorkshire pudding,220 g aunt bessies yorkshire pudding
422,225 g hp brown sauce,225 g hp brown sauce
423,225 ml haid shoulder 2 in 1,225 ml haid shoulder 2 in 1
424,225 ml studio 200 professional mousse,225 ml studio 200 professional mousse
426,227 g jack fiary cake mix,227 g jack fiary cake mix
428,227 g prince pineapple slice,227 g prince pineapple slice
430,23 g chomp,23 g chomp
432,24 biscuit cereal,24 biscuit ceral
432,24 biscuit cereal,24 biscuit cereal
433,24 egg medium,24 egg medium
434,24 flash extra large wipe,24 flash extra large wipe
436,240 g ant powder,240 g ant powder
437,240 ml happy shopper calming lavender air freshener,240 ml happy shopper calming lavender air freshener
438,240 ml happy shopper fresh linen air freshener,240 ml happy shopper fresh linen air freshener
439,240 ml happy shopper summer breeze air freshener,240 ml happy shopper summer breeze air freshener
441,25 cl wray and nephew white rum,25 cl wray and nephew white rum
442,25 dl envelope,25 c5 envelope
442,25 dl envelope,25 dl envelope
443,25 g fisherman friend,25 g fisherman friend
444,25 g milkybar,25 g milkybar
448,25 refuse sack,25 refuse sack
449,250 g bird eye 10pk value fish finger,250 g bird eye 10pk value fish finger
458,250 g jack squirty dairy cream,250 g jack squirty dairy cream
459,250 g kerrygold lard,250 g kerrygold lard
460,250 g royal dane bacon grill,250 g royal dane bacon grill
466,250 ml e blackcurrant,250 ml e blackcurrant
467,250 ml e cola,250 ml e cola
468,250 ml e energy drink,250 ml e energy drink
469,250 ml e lemonade,250 ml e lemonade
470,250 ml e orange,200 ml e orange
470,250 ml e orange,250 ml e orange
471,250 ml e sugar free energy drink,250 ml e sugar free energy drink
473,250 ml happy shopper olive oil,250 ml happy shopper olive oil
475,250 ml jascks real mayonnaise,250 ml jascks real mayonnaise
476,250 ml jif lemon,250 ml jif lemon
477,250 ml lambrini mango,250 ml lambrini mango
485,250 ml redbull sugar free,250 ml redbull sugar free
490,258184 jack daniel tennessee whiskey blended with apple liqueur 35cl pmp .99,258184 jack daniel tennessee whiskey blended with apple liqueur 35cl pmp .99
491,259 g green cheesecake mix,259 g green cheesecake mix
492,26 g curly wurly,26 g curly wurly
493,26 g fudge,26 g fudge
494,260 g 10 garlic bread slice,260 g 10 garlic bread slice
495,260 g jack chocolate sponge mix,260 g jack chocolate sponge mix
496,260 g mcvites ginger nut,260 g mcvites ginger nut
498,265 g mcvites milk chocolate digestive,265 g mcvites milk chocolate digestive
500,267 g mcvites caramel digestive,267 g mcvites caramel digestive
502,275 ml fruit shoot blackcurrant,275 ml fruit shoot blackcurrant
503,275 ml fruit shoot orange,275 ml fruit shoot orange
504,275 ml fruit shoot summer fruit,275 ml fruit shoot summer fruit
506,28 g kellogg rice krispies square bar,28 g kellogg rice krispies square bar
507,280 g sharwoods balti cooking sauce pm,280 g sharwoods balti cooking sauce pm
508,283 g pataks madras paste,283 g pataks madras paste
509,284 g elmlea double cream,284 g elmlea double cream
510,284 g elmlea single cream,284 g elmlea single cream
513,285 g jack chocolate brownie mix,285 g jack chocolate brownie mix
529,2l h cola,2l h cola
530,2l h diet lemonade,2l h diet lemonade
531,2l h lemonade,2l h lemonade
537,2l red kola,2l red kola
538,2l schweppes,2l schweppes
539,2l schweppes slimline,2l schweppes slimline
544,2ltr barr cherryade 2l bottle ,2ltr barr cherryade 2l bottle 
547,2ltr whole fresh milk,2ltr whole fresh milk
549,2simple cleansing wipe,2simple cleansing wipe
550,3 amp plug fuse 4 pack,3 amp plug fuse 4 pack
551,3 big dog vodka 70cl,3 big dog vodka 70cl
552,3 discover the choice virtually fat free yogurt mixed 150g,3 discover the choice virtually fat free yogurt mixed 150g
553,3 hammer 2.5l,3 hammer 2.5l
555,3 in 1 action conentrated disinfectant,3 in 1 action concentrated disinfectant
555,3 in 1 action conentrated disinfectant,3 in 1 action conentrated disinfectant
557,3 pack bic disposable razurs,3 pack bic disposable razurs
559,3 pack gillette disposable razurs,3 pack gillette disposable razurs
560,3 pack mixed muffin,3 pack mixed muffin
561,3 pack mixed pepper,3 pack mixed pepper
