item_uuid,item_name,canonical_id,canonical_leader,canonical_member
6ba17210-3273-4647-9367-90e97435d4cc,Cadbury Dairy Milk Wholenut,3517.0,cadbury dairy milk wholenut,cadbury dairy milk wholenut
6b9b1d12-19ff-5c01-811b-b9e2a3f2f826,Trebor Ex Strong Mint Roll   (40 G),23504.0,trebor extra strong mint roll 40 g,trebor ex strong mint roll 40 g
6b97cc61-8d11-4bb0-9363-863770887e66,Mentos Mint,15253.0,mentos you mint,mentos mint
6b949692-761c-4d41-b472-cb921ba6d62a,Bounty 57g,2987.0,bounty 57 g,bounty 57g
6b8ed4c3-23a0-476a-89b2-50b930427112,Coke Zero (330 Ml),5030.0,coke zero soda 330 ml,coke zero 330 ml
6b8c5843-5efb-45c6-a1e8-91b925aab76d,NESTLE CRUNCH 100G,16380.0,nestle crunch pm 1 100g,nestle crunch 100g
6b88816f-e2a8-4fc8-8be9-cc40a9ac7f49,Co Op Thin Crispy Pepperoni Pizza,28632.0,co op thin pepperoni pizza,co op thin crispy pepperoni pizza
6b85fc1d-b23c-5d0a-9a3b-e9474e62d1c0,Barefoot Pinot Grigio (75 cL),1930.0,barefoot pinot grigio white wine 750 ml,barefoot pinot grigio 75 cl
6b80b97d-7c5f-431e-9f7e-bb3940357bdc,Isla Negra Rose,11013.0,isla negra rosé wine,isla negra rose
6b7faa78-e632-422d-9395-3a0248195d79,McCain Crispy French Fries 750g,14843.0,mccain crispy french fry 750g,mccain crispy french fry 750g
6b7f57da-a11d-4e9b-b2b6-9707c1b2885e,Maynards Wine Gums 165g,14813.0,maynards wine gum 165g,maynards wine gum 165g
6b7e5303-0ba7-4ef0-bc16-63f67c531bca,Ocean Spray Cranberry Classic (1l),16649.0,ocean spray cranberry classic 1l,ocean spray cranberry classic 1l
6b7bbec0-c850-587a-8541-80d3793708fa,Dr Pepper Reg (500 mL),6433.0,dr pepper soda 500 ml,dr pepper reg 500 ml
6b78fa5c-d379-5559-86a8-bd0e2c9a8f2a,CADBURY ECLAIRS 130G,3719.0,cadburys eclair 130 g,cadbury eclair 130g
6b7525ac-eb4f-5797-b441-7462560c86c0,Birds Eye Chicken Dippers (403g),2522.0,bird eye chicken dipper 403 g,bird eye chicken dipper 403g
6b750715-76dc-5e20-8dfa-6e2222baa44c,Cadbury Button Giant Bag  ,3421.0,cadbury button giant bag,cadbury button giant bag
6b741a6e-91a2-5b84-96e4-45782d8ce974,Coca Cola Zero 500ml,5031.0,coke zero soda 500 ml,coca cola zero 500ml
6b736261-1e2d-412e-a059-b21825b19e1e,MCVITIES COCONUT RINGS 300G,15031.0,mcvities coconut ring biscuit 300g,mcvities coconut ring 300g
6b70c99d-c2e8-5b6f-9e4a-d11d40ff640d,Doritos Cool Original 150G,6339.0,doritos cool original chips  150 g,doritos cool original 150g
6b6fc6ba-baaf-4e73-b92f-bc3bdeff360e,GINSTERS DEEP FILL CHICKEN & MUSHROOM SLICE.,30122.0,ginsters deep fill chicken mushroom slice,ginsters deep fill chicken mushroom slice
6b6f06b1-fb94-5865-af6a-951cd9ff1c87,Dr Pepper Dr Pepper 500ml,6433.0,dr pepper soda 500 ml,dr pepper dr pepper 500ml
6b6e4187-2f97-436e-9090-10facff06b03,Campo Viejo Rioja Garnacha,3872.0,campo viejo rioja garnacha red wine 750 ml,campo viejo rioja garnacha
6b6d15be-3570-4f5b-94b6-82a911099c4e,YORKSHIRE TEABAGS 80'S,26566.0,yorkshire tea 80 bag 250 g,yorkshire teabags 80
6b69a34a-865d-5c66-bfcd-e457ae005a6e,Snickers Chocolate Duo Bar 83.4g,21119.0,snickers duo chocolate bar 83.4 g,snicker chocolate duo bar 83.4g
6b670b56-7114-4eb4-9959-f1c2164b002c,Bacardi 20cl,1654.0,bacardi 200 ml,bacardi 20cl
6b66537b-abe7-5d82-86cb-c7ad87171baf,Extra Peppermint Chewing Gum Sugar Free 10 pieces,7282.0,extra peppermint chewing gum sugar free 10 units,extra peppermint chewing gum sugar free 10 piece
6b5ed1bd-1f48-58bb-a70c-58674c051e57,Fanta Orange (500 mL),7411.0,fanta orange soda 500 ml,fanta orange 500 ml
6b5eb8eb-1829-50bc-bdde-0a72845322bb,Diet Coke (500 mL),5018.0,coke diet soda 500 ml,diet coke 500 ml
6b5e3844-1970-4430-925b-f1f73f9cab89,Lambrini Original 1.25l,13220.0,lambrini original 6.8 %  1.25ltr,lambrini original 1.25l
6b5e26f3-33e7-4059-80cb-0500390d2a2a,Topic 47g,23443.0,topic 47 g,topic 47g
