group_id,leader,member,modify_leader,image_url
36019,skol lager 4x440ml,skol lager 440ml,Yes,
36019,skol lager 4x440ml,skol lager 4x440ml,Yes,https://d1ralsognjng37.cloudfront.net/59a9ce10-78c9-488f-aa20-f6c6217520f5.jpeg
37260,starburst original 165g,starburst original 165g,Yes,https://d1ralsognjng37.cloudfront.net/4826d002-124d-40dd-a4ff-c663dc955fdf.jpeg
37478,stella artois unfiltered 660ml,stella unfiltered 660ml,No,
38137,sterling tt original red superking cigarettes 20 units,sterling new superking green 20,No,
37851,strongbow dark fruit ultra 4x330ml,strongbow dark fruit ultra 4x330ml,Yes,
37950,summer cup cocktail,summer cup cocktail,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/49182cbcbe7c97369fa586b263855e82/4218ca1d09174218364162cd0b1a8cc1.jpeg
37957,summer vibe,summer vibe,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d886d8f55a4ef677ede3c36a82e50f59/4218ca1d09174218364162cd0b1a8cc1.jpeg
38376,sweet treat,sweet treat,Yes,
38852,tate lyle granulated sugar paper bag 1kg,tate lyle granulated sugar paper bag 1kg,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6f0c6139af1431270238f1853f2b0cd7/859baff1d76042a45e319d1de80aec7a.jpeg
38955,terry choc orange block 90g,terry choc orange block 90g,Yes,https://d1ralsognjng37.cloudfront.net/c4a536ec-0554-48d3-88e9-59cacf8f1cb5.jpeg
39113,thatcher gold can 500ml 5749,thatcher gold can 4x500ml,Yes,
39113,thatcher gold can 500ml 5749,thatcher gold can 500ml 5749,Yes,https://d1ralsognjng37.cloudfront.net/45832bd7-c538-468e-a59d-5f4ab5339e61.jpeg
39130,thatcher thatcher gld 10x440ml,thatcher thatcher gld 10x440ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b58bbfef12dbe580beda0174190d8842/859baff1d76042a45e319d1de80aec7a.jpeg
39366,the straw hat rose 2.25ltr,the straw hat rose 1.5ltr,Yes,
39366,the straw hat rose 2.25ltr,the straw hat rose 2.25ltr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a7591fee41088158db3214bbcc37c32d/859baff1d76042a45e319d1de80aec7a.jpeg
39367,the straw hat rose 75cl,the straw hat red 75cl,No,https://tb-static.uber.com/prod/image-proc/processed_images/6d9b8e66ac19ed62c3c6cd7903c338b5/859baff1d76042a45e319d1de80aec7a.jpeg
39370,the straw hat white 75cl,the straw hat white 75cl,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7bfe2f6a7fbbcfc6da3d3538b745b271/859baff1d76042a45e319d1de80aec7a.jpeg
40941,vladivar vodka 1ltr,vladivar vodka 1ltr,Yes,
41360,walker classic variety 6 pack,walker classic variety crisp 6 pack,No,
