item_uuid,item_name,product_name,image_url
fffff148-3d43-4102-bee5-2ab97f8286be,Elf Bar Blueberry,elf bar blueberry,
fffad1e3-fe06-4240-9227-b252ae5aa226,COCA COLA 1.75L,coca cola 1.75l,https://d1ralsognjng37.cloudfront.net/f23e0420-9886-407a-802c-5b900bd670ff.jpeg
fffa0d6c-3b45-4b1a-a34b-c65bef810880,Heritage Plum Tomatoes 250g,heritage plum tomato 250g,https://tb-static.uber.com/prod/image-proc/processed_images/d5dd627d611f8dbe4221518b08890e01/859baff1d76042a45e319d1de80aec7a.jpeg
fff8b776-ddd5-4f00-a7c9-f5eee5eba933,Kellogg's Frosties Cereal 500g,kellogg frosties cereal 500g,https://tb-static.uber.com/prod/image-proc/processed_images/c73bd9b77b96cd6a05c71232b8781094/859baff1d76042a45e319d1de80aec7a.jpeg
fff8afa4-4fbd-594d-b48b-090ed1d9caa9,ALPRO UHT - ALMOND ORIGINAL,alpro uht almond original,
fff5399e-9444-4254-bffc-a6e2506ff2e0,Snickers Chocolate Bars Multipack 3 x 41.7g,snicker chocolate bar multipack 3 x 41.7g,https://d1ralsognjng37.cloudfront.net/7592abef-4eb2-465c-9eab-3aceae629c7f.jpeg
fff47cb9-ed6a-4a81-bcaa-5249a931f2a9,Coke Diet 500ML,coke diet 500ml,
fff303b2-4b48-4f36-bc69-766488b990a7,Co Op Organic Semi-Skimmed 4 Pints,co op organic semiskimmed 4 pint,https://tb-static.uber.com/prod/image-proc/processed_images/d0873bf2cefd8dbf29ece7e01a649bd8/859baff1d76042a45e319d1de80aec7a.jpeg
fff1cc55-218b-4a31-b4a9-235e05e2ffd4,RedBull Watermelon 250ml,redbull watermelon 250ml,https://tb-static.uber.com/prod/image-proc/processed_images/7ee9c8a5c08f07d8db2c4eeb5ed6fe7a/4218ca1d09174218364162cd0b1a8cc1.jpeg
ffee8486-6617-46bd-8171-3265fa404398,Sierra Tequila - Silver 70cl,sierra tequila silver 70cl,
ffee6058-334a-4527-9cce-a50388caadaf,Maltesers Pouch 102g,maltesers pouch 102g,
ffe9dc7c-886f-4baf-b991-2f009fb73314,Co Op 4 Pint Fresh Semi Skimmed Milk (Cheaper at Hour Grocers - Download the App today),co op 4 pint fresh semi skimmed milk cheaper at hour grocer download the app today,
ffe88068-aeee-4b6a-a1f0-95bf316daf33,Strongbow Dark Fruits Cans 4 X 440ml,strongbow dark fruit can 4 x 440ml,https://tb-static.uber.com/prod/image-proc/processed_images/c297bea1a142fff8631fcf8da771ff22/859baff1d76042a45e319d1de80aec7a.jpeg
ffe3a3c2-b3c7-4f59-a6ed-00b96bbee0ec,Glens Vodka 20cl,glen vodka 20cl,https://tb-static.uber.com/prod/image-proc/processed_images/366611f6904acbb4a64a32f87d15a1c4/859baff1d76042a45e319d1de80aec7a.jpeg
ffe32b89-8ce5-513d-9999-f5a297c2cefb,Rubicon Still Lychee Juice Drink 1L,rubicon still lychee juice drink 1l,https://d1ralsognjng37.cloudfront.net/f72bde81-5556-4b5c-84e9-a24f818a8e18.jpeg
ffe2cc45-b78f-5faf-b829-444cd508ef12,Lurpak Butter Spreadable,lurpak butter spreadable,
ffdcfc2b-4f63-5565-b025-7f37b12464b5,lambrini original 6.8% pm3.49 1.25ltr,lambrini original 6.8 %  1.25ltr,https://tb-static.uber.com/prod/image-proc/processed_images/8e41b0451b6559d6c01eb93bb5810147/b4facf495c22df52f3ca635379ebe613.jpeg
ffdbe18c-ea23-412f-80f6-7433292ad708,Doritos Tangy Cheese 70g,doritos tangy cheese 70g,https://d1ralsognjng37.cloudfront.net/fb3038a3-4ede-4397-90b4-93e30e4221df.jpeg
ffdaa174-e114-4743-9f9b-4edf093ff29e,Co-op 2 Indian Garlic and Coriander Naan Breads,coop 2 indian garlic and coriander naan bread,https://tb-static.uber.com/prod/image-proc/processed_images/679d51e94f47901fb0c0a115f2639e99/859baff1d76042a45e319d1de80aec7a.jpeg
ffd4fa97-cd23-463e-9b90-460508bac989,Haribo - Starmix ,haribo starmix,
ffd3908f-c1d8-47bb-8d9b-3f85f9715198,Co Op Blue Stilton 200g,co op blue stilton 200g,https://d1ralsognjng37.cloudfront.net/322b222b-49d5-4529-aa92-10437eff6721.jpeg
ffd272e9-0121-4261-aae5-1044ab69f1c4,Magnum Chocolate Ice Cream,magnum chocolate ice cream,https://d1ralsognjng37.cloudfront.net/245c107e-8a5e-47b3-9e99-2d41f866c805.jpeg
ffd23f71-5d24-561d-b813-69b4e1bbb0f4,co op red seedless grapes pm 2.15 500g,co op red seedless grape  500g,https://tb-static.uber.com/prod/image-proc/processed_images/6888e4caa1c3bed719f2ad6b93a4ba23/859baff1d76042a45e319d1de80aec7a.jpeg
ffcf10f9-5e0f-5731-8b84-5d59a0d6222e,Kettle Ridge Cut Chinese Spare Rib Hand Cooked,kettle ridge cut chinese spare rib hand cooked,https://d1ralsognjng37.cloudfront.net/a622b398-7cca-43f9-9935-c0d3513f1e79.jpeg
ffcbc1d4-b5e0-4077-9bc4-bf61bfb76984,Rothmans King Size Blue 20 Cigarettes,rothmans king size blue 20 cigarette,
ffcb5a47-2bf9-56bd-9f5d-0468a2de9a1b,Pepsi Max 500ml,pepsi max 500ml,https://d1ralsognjng37.cloudfront.net/9e5d988f-96ac-4f8c-a589-b8ef7ad55445.jpeg
ffc9f30b-ad86-4d02-90bf-f6c7d84c92a4,Mlboro King Size Gold 20s,mlboro king size gold 20,
ffc9a47c-54fb-48e0-b5e6-1e81ac6b98c2,B & H SK BLUE (T&T) 20S,b h sk blue tt 20,
ffc90330-9270-4e43-95f8-c052ee4dfbfe,Monster Original 500 ml,monster original 500 ml,https://d1ralsognjng37.cloudfront.net/ed56df8e-fd35-472d-892c-7d5de1685a2b.jpeg
ffc8b3c9-894a-4c43-86ff-d496deb828d0,Calypso Black Cherry Lemonade 473ml,calypso black cherry lemonade 473ml,https://d1ralsognjng37.cloudfront.net/1d4b4e67-c515-4ae6-8c93-f25f43bbc08d.jpeg
ffc25ba6-75a8-58ab-9274-ccc3b765865a,Wrigley Extra Sugar Free Spearmint  * 10pce,wrigley extra sugar free spearmint 10pce,https://d1ralsognjng37.cloudfront.net/98894646-0298-4931-aa77-200bb8673a9e.jpeg
ffc208f6-3c84-5950-bc60-2aff0ec7aa15,Jacobs Baked Crinklys Cheese & Onion 105g,jacob baked crinklys cheese onion 105g,https://d1ralsognjng37.cloudfront.net/58afbbc5-9724-4ed4-9939-3a3bc6e137a7.jpeg
ffc0ebf2-0497-47e6-b301-03a7dc2b6366,McVitie's Jaffa Cakes Original Biscuits 12 Pack,mcvities jaffa cake original biscuit 12 pack,https://tb-static.uber.com/prod/image-proc/processed_images/a914c25ad96537bb27c81a3600e7b5db/859baff1d76042a45e319d1de80aec7a.jpeg
ffbd8e84-b02b-4bfb-8fd4-b95b6e99fb20,Amber Leaf Original 3 in 1 Box 30g,amber leaf original 3 in 1 box 30g,
ffbb6a7b-a886-5090-b503-b78d4b5fe7f1,kp original salted peanuts pm 1 65g,kp original salted peanut pm 1 65g,https://tb-static.uber.com/prod/image-proc/processed_images/09a0086ac9e10fa5e92b74ba46feed4f/859baff1d76042a45e319d1de80aec7a.jpeg
ffb5e087-8634-5cee-8f7a-8bfb9845c4e5,always ultra night 10pk,always ultra night 10pk,
ffb505c7-f46c-5004-996d-52d3baf593fb,pepsi max pm 1.99 2ltr,pepsi max  2ltr,
ffb37de4-2fd3-4eba-bc75-f0ca22abf9b5,Heritage Strawberries 227g,heritage strawberry 227g,
ffb241d6-3d4a-42b4-988a-c4f95bd793a5,Mike and Ike Red Rageous,mike and ike red rageous,https://d1ralsognjng37.cloudfront.net/dda63827-9ac1-48aa-afa8-f4de712caa18.jpeg
ffb19156-b041-55d6-ac65-c89af363c7c2,Rockstar Supersours Bubbleburst 500ml Can,rockstar supersours bubbleburst 500ml can,https://d1ralsognjng37.cloudfront.net/79b7230f-9642-4365-9c3a-ea281ade6e70.jpeg
ffae5ee2-1f5e-558c-a41a-0612506e573d,aunt bessie family apple pie pm 1.85 550g,aunt bessie family apple pie  550g,https://tb-static.uber.com/prod/image-proc/processed_images/55bc0240ad2527457100784d1ab4c7d8/859baff1d76042a45e319d1de80aec7a.jpeg
ffacef76-4868-59d0-8ee4-aa38aa5f99d4,Nescafe Latte (8 Sachet),nescafe latte 8 sachet,
ffaab888-3f92-5cb5-a8cf-68b764cee0a8,fanta lemon 2ltr,fanta lemon 2ltr,https://tb-static.uber.com/prod/image-proc/processed_images/fd5b8d2dd44fe30a8fe5b3d86eb0ba51/859baff1d76042a45e319d1de80aec7a.jpeg
ffa947bd-11e4-4919-8bb2-3aad8deaf11a,Barefoot Pink Moscato 75CL,barefoot pink moscato 75cl,https://tb-static.uber.com/prod/image-proc/processed_images/980161a1cdad02a5e8ea140fcc9d3f7a/b4facf495c22df52f3ca635379ebe613.jpeg
ffa83858-49e4-508d-8820-ff5757d9f973,soreen malt loaf 190g,soreen malt loaf 190g,https://tb-static.uber.com/prod/image-proc/processed_images/747b6dbef1b2bdebde00f56ec3a6b235/859baff1d76042a45e319d1de80aec7a.jpeg
ffa19dfd-051f-49aa-aa6a-13e1e8e51d72,M&Ms Chocolate,mm chocolate,
ffa15041-27c1-4a92-8a29-ed2872939c4f,ROWSE ORGANIC HONEY GLASS BOTTLE  340G,rowse organic honey glass bottle 340g,https://d1ralsognjng37.cloudfront.net/c2e618a7-c4ba-4729-93cc-e4f410799c64.jpeg
ff9eaf08-101e-5400-bc31-598e772cb8db,cadbury dairy milk pm 1 95g,cadbury dairy milk pm 1 95g,https://tb-static.uber.com/prod/image-proc/processed_images/63307c26c909cb3e536ad1da5d2d396c/859baff1d76042a45e319d1de80aec7a.jpeg
ff9d467a-b670-4f40-94ca-bacf5fbbf867,Barefoot Sauvignon Blanc 75cl,barefoot sauvignon blanc 75cl,
ff9d3d0e-b831-49ef-b6a7-4b64b390efee,co op 4 strawberry & vanilla cones 440ml,co op 4 strawberry vanilla cone 440ml,https://tb-static.uber.com/prod/image-proc/processed_images/4b0ae9ae076e45ced2ca7633ed619096/859baff1d76042a45e319d1de80aec7a.jpeg
ff9ce08c-7242-527c-ac42-99b19d78f9b6,Co Op Apple Juice 1ltr,co op apple juice 1ltr,https://tb-static.uber.com/prod/image-proc/processed_images/343a3f059d32b935b81db55db9696a9e/859baff1d76042a45e319d1de80aec7a.jpeg
ff996b2b-8422-4761-b9b8-489238ff1593,Robinsons Lemon NAS Squash 1 Litre ,robinson lemon na squash 1 litre,
ff994b15-b713-4991-9a68-63f003346bac,One Stop Butter Brioche Rolls 8's,one stop butter brioche roll 8,
ff93d9b3-6ed3-43b3-96aa-bf412953873b,Lucozade Energy Orange 900ml,lucozade energy orange 900ml,https://tb-static.uber.com/prod/image-proc/processed_images/6a6fb629d883df2c0d8dcef100bc72d2/859baff1d76042a45e319d1de80aec7a.jpeg
ff90efce-80f7-4bc8-b756-3bb522da3c86,ye olde oak 8 hot dogs in brine pm 1 400g,ye olde oak 8 hot dog in brine pm 1 400g,https://tb-static.uber.com/prod/image-proc/processed_images/8c279c971869d19f97214c576d80cb0b/b4facf495c22df52f3ca635379ebe613.jpeg
ff89ce18-d765-5c86-9b98-b1b3f41a69f1,Mission Chapattis 6pk,mission chapatti 6pk,
ff8973bf-99e9-4ac6-8691-25f3c0d5cf2f,Co Op Italian Grated Parmesan 50g ,co op italian grated parmesan 50g,
ff846683-46f5-5010-b053-ac14066a1f59,MONSTER MUNCH ROAST BEEF 68G,monster munch roast beef 68g,https://d1ralsognjng37.cloudfront.net/76fd59aa-baca-422c-8452-ee9cd58a98b8.webp
ff8116d1-2de1-4026-b5e2-2533275de04e,HULA HOOPS BIG HOOPS BBQ BEEF 80G,hula hoop big hoop bbq beef 80g,https://tb-static.uber.com/prod/image-proc/processed_images/f59705501e75f3af1942e8e2b4206772/859baff1d76042a45e319d1de80aec7a.jpeg
ff7edb9c-363a-477e-8f77-f1c3a6c07e6f,I Heart Prosecco 75cl,i heart prosecco 75cl,https://d1ralsognjng37.cloudfront.net/fc70eaef-03b2-4b57-b19e-69a14f8bc71d.jpeg
ff7c59e5-8a84-5598-a7ef-8d51cd7c8c78,Cadbury Choc Chip Cookies Biscuits 150g,cadbury choc chip cooky biscuit 150g,https://d1ralsognjng37.cloudfront.net/b57b172b-cfbc-4a6c-98fc-ec5126fbf6a5.jpeg
ff77cb1c-7d04-59c8-8170-fd0c77ca42a8,Mcvities Milk Chocolate Digestive,mcvities milk chocolate digestive,
ff6cfbeb-b6e0-42cc-8046-29eec5b57ec8,Co Op Orange Juice Smooth From Concentrate 1L,co op orange juice smooth from concentrate 1l,https://tb-static.uber.com/prod/image-proc/processed_images/e1d2026179cab7aea2552b1ac5b8aaf9/859baff1d76042a45e319d1de80aec7a.jpeg
ff6a5a7e-48dc-42dc-abd6-842702b6f4a7,Haribo Happy Cola Zing,haribo happy cola zing,
ff662d58-76d9-4c3e-ade3-0520d5aa5531,Cadbury Mini Eggs Choc Cakes x 6,cadbury mini egg choc cake x 6,
ff62c4ab-6e93-4fa8-8af2-24137a6d95b5,Ice cube - 2Kg,ice cube 2kg,https://tb-static.uber.com/prod/image-proc/processed_images/392cdcb9cdc74283ff1a9b2013533f0f/b4facf495c22df52f3ca635379ebe613.jpeg
ff61dab3-1b9e-5123-9aa8-623534e07e7d,Co-op 8 Large Tortilla Wraps,coop 8 large tortilla wrap,https://d1ralsognjng37.cloudfront.net/f0e035ae-7d70-45d9-bc74-050161959d87.jpeg
ff61bd1b-fc7e-4635-a678-da3706f1561a,AU FRUIT PUNCH 70CL,au fruit punch 70cl,https://d1ralsognjng37.cloudfront.net/507876a5-9ee0-4cca-b885-41119edca708.jpeg
ff60b08a-b190-53c8-bcd0-d509b502935b,Del Monte 100% Pure Orange Juice From Concentrate 1 Litre,del monte 100 % pure orange juice from concentrate 1 litre,https://d1ralsognjng37.cloudfront.net/caf2d914-850a-4c86-8eba-04a073e4b4b4.jpeg
ff5f27a2-aaf0-55bf-8714-43e5ef41fd23,yazoo strawberry milk 1ltr,yazoo strawberry milk 1ltr,
ff59f048-7056-5ab9-bdd3-0efc2ae7f1f8,Skittles Fruits Sweets Family Size Pouch Bag 196g,skittle fruit sweet family size pouch bag 196g,https://d1ralsognjng37.cloudfront.net/3ac44456-02a3-4c90-865f-7497eea15b68.jpeg
ff59c246-9292-477c-bcff-7a00060a355a,Nongshim Shin Ramyun Noodle 120g,nongshim shin ramyun noodle 120g,https://d1ralsognjng37.cloudfront.net/49c1b9df-0b29-4e0f-928e-24ec66d68112.jpeg
ff53deb6-cf75-5a37-8410-440e84813a85,Ktc Kala Chana,ktc kala chana,https://d1ralsognjng37.cloudfront.net/e6bf0b8d-573a-4021-bfe5-2a998c2eb84e.jpeg
ff538708-5d46-5b9e-8c18-5e7742f571ac,mcvities milk chocolate digestive pm 1.65 266g,mcvities milk chocolate digestive  266g,https://tb-static.uber.com/prod/image-proc/processed_images/60dc891d39001e1f5e20369dd10f17c3/859baff1d76042a45e319d1de80aec7a.jpeg
ff51bae9-fa60-4c15-985d-eb39edd7abb9,Dima Chicken Nuggets 190G HALAL,dima chicken nugget 190g halal,https://d1ralsognjng37.cloudfront.net/6f95f3f0-bd90-40d2-9f5d-29d72f499135.jpeg
ff514b33-c61f-4785-b294-3fa312b0b9a1,Purina Felix Double Delicious Countryside Selection In Jelly 12x100g,purina felix double delicious countryside selection in jelly 12x100g,
ff4e4a2d-0ff0-5fa2-ac19-841731dff69d,pepsi max cherry pm 1.99 2ltr,pepsi max cherry  2ltr,
ff4dbe01-bf29-5c71-820c-583aa43dee08,Coke Reg Bottle 1.75ltr,coke reg bottle 1.75ltr,
ff4ca882-8028-531c-970b-e72cc43cd42a,sterling ryo 3-in-1 cpb (t&t) * 30g,sterling ryo 3in1 cpb tt 30g,
ff4c24de-de2f-4693-a7c1-e91771d96cb3,Co Op Large Cheese Puffs 150g,co op large cheese puff 150g,https://tb-static.uber.com/prod/image-proc/processed_images/294940e6807f8e643a8c1731020c4bc5/859baff1d76042a45e319d1de80aec7a.jpeg
ff45d544-1cac-537a-9dc7-415b9f46f937,co op ground black pepper 25g,co op ground black pepper 25g,
ff441596-8b11-4079-b8a6-d268f2f71ab4,Co Op Baking Potatoes 700g,co op baking potato 700g,https://d1ralsognjng37.cloudfront.net/830abebe-6531-4d5f-97d1-7c6b9c0f6e04.jpeg
ff414821-7d04-4412-bbaa-da2ee37b41d1,Heera Monosodium Glutamate (MSG) - 100G,heera monosodium glutamate msg 100g,https://d1ralsognjng37.cloudfront.net/d0df45e7-41f7-4aff-b5a4-267f264654b3.jpeg
ff3fde98-e16c-4e81-91f9-683fe8ae0389,Classic Chicken Single 400g,classic chicken single 400g,
ff3b91ab-2d94-4d45-bdb9-247c37fb7685,Cutters Choice Original 30g,cutter choice original 30g,
ff3a67ed-9632-5a9c-b95c-c4f1c9890455,baker st hot dog rolls 4pk 4pk,baker st hot dog roll 4pk 4pk,https://tb-static.uber.com/prod/image-proc/processed_images/21a25d3b4c1b7b3ac8da9871fa6c62a5/859baff1d76042a45e319d1de80aec7a.jpeg
ff335105-351a-47bf-b97f-8a323ffb0cdc,Kopparberg Premium Cider Strawberry & Lime 500ml,kopparberg premium cider strawberry lime 500ml,https://tb-static.uber.com/prod/image-proc/processed_images/aa9887118507942e473d4442f3c77dae/859baff1d76042a45e319d1de80aec7a.jpeg
ff30656c-0081-5e36-bafa-6800bfb234ff,Co-Op Pineapple Juice 1 Littre,coop pineapple juice 1 littre,
ff2db13d-9558-5989-b091-d0a7ef672c25,Pepsi Max,pepsi max,
ff2dab36-5a54-49c6-98bd-d5d2091f3b30,Haribo Chamallows Pink & White (Marshmallows) 140g,haribo chamallows pink white marshmallow 140g,
ff2c437f-25b1-5057-8438-e93495f63df3,SOVEREIGN SK BLUE (T&T),sovereign sk blue tt,
ff2a6e0b-34b2-51b0-83ba-ef5fae7507b7,Yazoo Chocolate Milk 1ltr,yazoo chocolate milk 1ltr,https://tb-static.uber.com/prod/image-proc/processed_images/8f16c74c878bb4a1c62be6af0eaa66b3/859baff1d76042a45e319d1de80aec7a.jpeg
ff2893c9-0064-4c1e-9ee2-2172e00f8c42,Sterling Superkings Original Red 20s,sterling superkings original red 20,
ff2824b6-57d7-4345-bfaa-706fcde9ccb3,Carnation Evaporated Milk 170g,carnation evaporated milk 170g,https://tb-static.uber.com/prod/image-proc/processed_images/32f8be018fb9ac6c53133a4e4b72a98a/859baff1d76042a45e319d1de80aec7a.jpeg
ff26c977-22d3-4139-a519-9e10b3d1b814,CO OP POTATO SALAD 300G,co op potato salad 300g,https://d1ralsognjng37.cloudfront.net/78603e6d-0d00-4083-b692-9f035e2c7740.jpeg
ff2638d1-1581-45a9-b715-e91b2b522a16,Ktc Pure Sunflowe Oil 1L,ktc pure sunflowe oil 1l,
ff252741-bd27-5eae-9364-76dcf900b039,nestle rolo dessert 2pk 2x70g,nestle rolo dessert 2pk 2x70g,
ff1fd162-82b5-46fc-92f0-3e50a92b88b0,Cheetos Twisted Flamin' Hot Snacks £1 RRP PMP 65g,cheetos twisted flamin hot snack 1 rrp g,https://tb-static.uber.com/prod/image-proc/processed_images/d9ad0eddfebf49ff842aa585e73a10c6/859baff1d76042a45e319d1de80aec7a.jpeg
ff1869b6-cb44-47fb-a157-4159ffe43e4f,MARLBORORED KINGSIZE,marlborored kingsize,
ff16ba5a-ad61-5917-bcd3-b3c254b85880,king pot noodle original curry 114g,king pot noodle original curry 114g,https://tb-static.uber.com/prod/image-proc/processed_images/3a943ee6053fc3af71fa97ea5de508a1/859baff1d76042a45e319d1de80aec7a.jpeg
ff1606a1-9a13-4e50-a8f6-fc0809ae6159,Co Op Family Strawberry Trifle,co op family strawberry trifle,https://tb-static.uber.com/prod/image-proc/processed_images/a76c9b2633b67c9a7b20403a6fa07a5f/859baff1d76042a45e319d1de80aec7a.jpeg
ff143f1a-a90c-44d8-99d4-df86c4d929fe,Budweiser Lager Beer Bottle 660ml,budweiser lager beer bottle 660ml,https://tb-static.uber.com/prod/image-proc/processed_images/a0c6c1754547c66cddb1eb65d61df033/859baff1d76042a45e319d1de80aec7a.jpeg
ff10fc54-5d08-442e-86f6-8691554dd164,LA GIOIOSA DOC 75cl,la gioiosa doc 75cl,
ff0a0b45-42a6-40e5-865e-d6ed2cc84205,Nutella 200g,nutella 200g,https://d1ralsognjng37.cloudfront.net/9c85f5fe-9897-4c11-baf1-50c817af9489.jpeg
ff083bc0-f4eb-4e0d-a65c-f85a1aeb2f5d,Müller Corner Strawberry Yogurt 143g,mller corner strawberry yogurt 143g,https://tb-static.uber.com/prod/image-proc/processed_images/248d48c09fdf0a2df9e5196c7bca1efe/859baff1d76042a45e319d1de80aec7a.jpeg
ff07206e-6b3c-5b9f-970d-68ce3e694d7a,Sprite Can 330ml,sprite can 330ml,https://d1ralsognjng37.cloudfront.net/eda53546-2086-416e-afaf-3bbb7cf10d51.jpeg
ff04e0d9-48c2-5ff3-8cbb-281e830bda5b,Walkers Wotsits Really Cheesy Multipack Snacks 6x16.5g,walker wotsits really cheesy multipack snack 6x16.5g,https://d1ralsognjng37.cloudfront.net/a28084a4-90c5-472a-b8ae-5c0dff9275e0.jpeg
ff020557-9af2-4c52-b8d4-20e8ca02a895,heritage lasagne pm2f 5 400g,heritage lasagne f 5 400g,
feff0541-fea8-5d1b-bc3c-168afbfa279b,Co-Op Southen Fried Style Chicken Popcorn 220g,coop southen fried style chicken popcorn 220g,
fef7d3ea-78e5-5adc-b59b-504e20c85bb5,Co Op British 6 Free Range Medium Eggs,co op british 6 free range medium egg,https://tb-static.uber.com/prod/image-proc/processed_images/a4a90f20fff91d14f4da64b8c0770b80/859baff1d76042a45e319d1de80aec7a.jpeg
fef4702d-fd8f-5584-8108-5fbc0207d215,Sensations Thai Sweet Chilli,sensation thai sweet chilli,
fef35d2d-5141-405f-bb90-bf133c23bcea,Pepsi Diet 2L,pepsi diet 2l,https://d1ralsognjng37.cloudfront.net/d4f53360-fae4-4e57-b5ae-cd7fd433633f.jpeg
feeeb0e1-2609-5356-9e0a-2fd2f8986c9d,Walkers Wotsits Sizzling Steak 48g,walker wotsits sizzling steak 48g,https://d1ralsognjng37.cloudfront.net/4a4a4285-1321-4bc3-bfba-68482867b2eb.jpeg
feeb6bdb-2cf6-4e5e-8898-037245b692b8,Danish Sizzling Unsmoked Back Bacon Rashers Twin Pack 2x200g,danish sizzling unsmoked back bacon rasher twin pack 2x200g,https://d1ralsognjng37.cloudfront.net/4b08002f-8114-4e57-851a-eae000fcbc5d.jpeg
feeb2321-56d1-4d2a-9b20-048e0edaacb7,Milky Way Magic Stars Chocolate Pouch 100g,milky way magic star chocolate pouch 100g,https://d1ralsognjng37.cloudfront.net/3c9423c8-6c90-488b-9f0d-e9e537f9bfbe.jpeg
feeaf8dc-706f-5559-904b-bfd631722940,Co-Op Green Seedless Grapes 500g,coop green seedless grape 500g,
fee3f009-dec9-5f3e-8c4a-0f0c8e082d58,co op bourbon creams 300g,co op bourbon cream 300g,https://tb-static.uber.com/prod/image-proc/processed_images/a98a405fe4c2151bbd9acaa50f7e617c/859baff1d76042a45e319d1de80aec7a.jpeg
fee266c1-6015-404b-88c8-be4f86ba0ab9,Smirnoff Red Label 35cl,smirnoff red label 35cl,https://d1ralsognjng37.cloudfront.net/a527da1b-adba-43e5-8f59-6b04dcb2721f.jpeg
fede8d4c-ea37-4b2c-a951-64fe47731b35,Co Op Family Chocolate Trifle,co op family chocolate trifle,https://tb-static.uber.com/prod/image-proc/processed_images/c7ec4e26128880bade8337825115b35a/859baff1d76042a45e319d1de80aec7a.jpeg
fedc8c98-a59f-4ec6-8860-90419fb19128,McCoy's Cheddar & Onion Flavour Ridge Cut Potato Crisps,mccoys cheddar onion flavour ridge cut potato crisp,https://d1ralsognjng37.cloudfront.net/810a9582-4b94-4abb-9626-81c0ed441998.jpeg
fedc0d23-eae3-49ea-b1a3-9b258fb19a49,Pringles Original 165g,pringles original 165g,https://d1ralsognjng37.cloudfront.net/637886eb-aa95-4192-9ff0-0003b71d8d40.jpeg
fedaf4ca-c006-5816-8787-55d3c9de94d8,"Pringles Hot and Spicy Crisps, 40g",pringles hot and spicy crisp 40g,https://d1ralsognjng37.cloudfront.net/964a149d-82ce-40c2-b47e-6658d0fc592b.jpeg
fedaef0e-f2f9-4f85-a61a-4ecbdee6d189,Pack of 6 Walkers Variety,pack of 6 walker variety,
fed68679-8d84-435d-9db4-2ec19dc269a7,PEPPERAMI HOT 22.5G,pepperami hot 22.5g,https://d1ralsognjng37.cloudfront.net/080dbe59-f85b-415c-804e-ca5c707ad220.jpeg
fed65ab6-5452-4571-a2b8-0db2b27d10fd,Boost Sport Mixed Berry Pm59p 500ml,boost sport mixed berry p 500ml,https://tb-static.uber.com/prod/image-proc/processed_images/79b57cf3b14f19ab037c13eef66382e4/b4facf495c22df52f3ca635379ebe613.jpeg
fed5fb21-29ec-4f19-8db0-e95163236a07,birra moretti 4pk nrb 4x330ml,birra moretti 4pk nrb 4x330ml,https://tb-static.uber.com/prod/image-proc/processed_images/d4c9a351d9d6292d5dc1889cd84fa5dd/859baff1d76042a45e319d1de80aec7a.jpeg
fed5b5a8-2cd4-4225-9f29-5f1fe4f74e8e,CO OP TWIN KITCHEN ROLL,co op twin kitchen roll,
fed51a5a-680c-43a6-a1b5-421b1d8540c9,Pepsi Max Cherry Can 330ml,pepsi max cherry can 330ml,https://d1ralsognjng37.cloudfront.net/1d1d2bf9-cccd-49b3-820c-7d3527f4e839.jpeg
fecf8541-da95-4dae-92aa-332098072851,CO OP MILK CHOCOLATE DIGESTIVES 300G,co op milk chocolate digestive 300g,https://tb-static.uber.com/prod/image-proc/processed_images/d8f8344a724dd266d01fd507c735f0f3/859baff1d76042a45e319d1de80aec7a.jpeg
fecf15ae-4852-4bcd-aa3f-1fb18d56e5ea,MONSTER ENERGY 500ML,monster energy 500ml,https://d1ralsognjng37.cloudfront.net/2e78202f-9849-4afa-85a4-ed166bbac365.jpeg
fecefbe3-9653-4fd6-be43-9727e3169237,Wychwood King Goblin Imperial 6.6% Ruby Beer 500ml,wychwood king goblin imperial 6.6 % ruby beer 500ml,
fecd0394-bd6d-50d7-9af0-08ee2147f37c,Nicky 2 Ply Soft Touch Gentle Toilet Tissue 4 Rolls,nicky 2 ply soft touch gentle toilet tissue 4 roll,https://d1ralsognjng37.cloudfront.net/da59bf37-693c-4dbc-b6a0-7edae32fbbdd.jpeg
fecc9052-86ac-4129-96a6-acf475706eee,I Heart Sauvignon Blanc,i heart sauvignon blanc,https://tb-static.uber.com/prod/image-proc/processed_images/e99b250306225a4e4fbc1f1cdabd6bc1/b4facf495c22df52f3ca635379ebe613.jpeg
fec9e9c1-d5da-5f21-a4e5-7d6927bdbf7e,campo viejo rioja tempranillo 75cl,campo viejo rioja tempranillo 75cl,
fec5ed8b-1e29-5595-aab0-5177e9b7656e,Chewits Blackcurrant Flavour 30g,chewits blackcurrant flavour 30g,https://d1ralsognjng37.cloudfront.net/aae7fde6-dac3-463e-ad17-ad8fdd480c1a.jpeg
fec062d4-1ae2-5997-a729-2ccea75d9aed,Bounty Milk Triple,bounty milk triple,
febdc261-7ff5-477b-a206-fcad9ff66f8c,Tango Orange 330ml,tango orange 330ml,https://d1ralsognjng37.cloudfront.net/a6c96a41-8db7-43e8-bf69-175779119cdb.jpeg
febd18f2-daa8-4bc6-96ad-922a0a7afaa4,Splash 3 Ply Kitchen Roll,splash 3 ply kitchen roll,https://tb-static.uber.com/prod/image-proc/processed_images/2593d67356d812bf9379589d14e5e7aa/859baff1d76042a45e319d1de80aec7a.jpeg
