group_id,leader,member,modify_leader,image_url
26452,lucozade sport orange drink 500 ml,lucozade energy orange500ml,No,
26452,lucozade sport orange drink 500 ml,lucozade energy orange900ml,No,
26452,lucozade sport orange drink 500 ml,lucozade energy original500ml,No,
26452,lucozade sport orange drink 500 ml,lucozade orange 900ml ,No,
26452,lucozade sport orange drink 500 ml,lucozade raspberry 500 ml,No,
26429,lucozade sport orange500ml,lucozade sport orange500ml,Yes,
29278,m m brownie 70g,mm brownie new 70g ,No,
27205,mar  350ml,mar 350ml ,No,
27606,maryland big & chunky milk & dark cookies,maryland cooky big chunky milk dark choc,No,
27606,maryland big & chunky milk & dark cookies,maryland milk dark big chunky,No,
27585,maryland cooky choc chip,maryland cooky choc chip ,No,
28001,mccoys cheddar onion 65g,mc coys cheddar onion 65g ,No,
28077,mccoys thai sweet chicken,mccoys thai sweet chicken ,No,
28298,mcvities hobnobs,mcvities hobnobs ,No,
28439,mcvities jaffa cake,mcvities jaffa cake ,No,
28360,mcvities milk chocolate digestive,mcvities dark chocolate digestive ,No,
28360,mcvities milk chocolate digestive,mcvities digestive thins dark choco,No,
28360,mcvities milk chocolate digestive,mcvities milk chocolate digestive ,No,
28513,melis chicken sausage ,melis chicken sausage ,Yes,
28997,milkybar white chocolate sharing block 100g,milkybar white chocolate sharing block  100 g,No,
29354,mm peanut chocolate pouch bag 125g,mm peanut chocolate pouch 125 g,No,
29365,mm peanut treat bag,mm peanut treat bag ,No,
29479,monster energy,monster energy ,No,
29508,monster energy papillon,monster energy papillon ,No,
29565,monster mango loco energy 500ml ,monster mango loco energy 500ml ,Yes,
29573,monster monarch juiced 500ml,monster juiced monarch 500ml ,No,
29653,monster punch pacific punch,monster pacific punch ,No,
29655,monster punch pipeline punch,monster pipeline punch ,No,
29725,monster ultra gold energy 500 ml,monster energy 500ml ,No,
29725,monster ultra gold energy 500 ml,monster energy nitro 500ml ,No,
29725,monster ultra gold energy 500 ml,monster energy pacific punch 500ml ,No,
29725,monster ultra gold energy 500 ml,monster energy ultra 500ml ,No,
29725,monster ultra gold energy 500 ml,monster juiced ripper 500ml ,No,
29725,monster ultra gold energy 500 ml,monster mixxd punch 500ml ,No,
29725,monster ultra gold energy 500 ml,monster monarch energy drink 500ml ,No,
29725,monster ultra gold energy 500 ml,monster nitro super dry 500ml ,No,
29725,monster ultra gold energy 500 ml,monster pacific punch 500ml ,No,
29725,monster ultra gold energy 500 ml,monster pipeline 500 ml,No,
29725,monster ultra gold energy 500 ml,monster pipeline punch 500ml ,No,
29725,monster ultra gold energy 500 ml,monster pipeline punch energy 500ml ,No,
29725,monster ultra gold energy 500 ml,monster punch mixxd 500ml ,No,
29725,monster ultra gold energy 500 ml,monster ultra blue zero sugar 500ml,No,
29725,monster ultra gold energy 500 ml,monster ultra zero sugar 500ml ,No,
29722,monster ultra zero,monster ultra zero sugar,No,
29755,morgan spiced 35 % dst  70cl,morgan spiced 35 % dst ,No,
30872,new irn bru 500ml,new irn bru 500ml,Yes,
30936,nicky soft touch 4 roll,nicky soft touch ttissue 4 roll ,No,
30961,nik naks nice and spicy 85 g,nik naks nice n spicy 85g ,No,
31195,oasis summer fruit  ml,oasis summer fruit ,No,
31701,oreo double stuf vanilla cooky,oreo double stuf vanilla cooky,Yes,
31734,oreo original 154g,oreo original 154g ,No,
32777,pepsi max,pepsi max ,No,
32896,pepsi regular,pepsi regular ,No,
33735,pregnancy test,pregnancy test,Yes,
34763,red bull energy,red bull energy ,No,
34780,red bull energy 473 ml,red bull energy drink 473ml ,No,
34808,red bull sugar free,red bull sugar free ,No,
35139,relentless origin 500ml,relentless origin 500ml ,No,
35144,relentless passion punch 500ml,relentless passion punch 500ml ,No,
35283,ribena rtd blackcurrant,ribena rtd blackcurrant ,No,
35928,rockstar blueberry pomegranat 500ml,rockstar xdurance biueberry pomegranate 500ml ,No,
36169,rowntree fruit pastille  114 g,rowntree fruit pastille pouch 114g ,No,
36169,rowntree fruit pastille  114 g,rowntrees fruit pastille 114g ,No,
36169,rowntree fruit pastille  114 g,rowntrees fruit pastills  114 g,No,
36388,rubicon still mango 1ltr,rubicon still mango 1 ltr ,No,
36463,rustler 2xcheese burger flame grilled ,rustler 2xcheese burger flame grilled ,Yes,
36575,saaki cashew nut honey 55g,saaki cashew nut honey55g,No,
