group_id,leader,member,modify_leader,image_url,image,label,canonical_leader,brand ,name ,package,promotion
10,10 % desc 1 burgo viejo rioja joven 750 ml,10 % desc 1 burgo viejo rioja joven 750 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dbc3ab740ca10334eafde22e74a3dab3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Burgo Viejo Vino joven botella 750 ml,Burgo Viejo,Vino joven,Botella 750 ml,1
11,10 % desc 1 cava villa conchi 750ml,10 % desc 1 cava villa conchi 750ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d84f831e8b3cff140478be5dc10ca04e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Villa Conchi Vino cava botella 750 ml,Villa Conchi,Vino cava,Botella 750 ml,1
12,10 % desc 1 cousiom don lu merlot 750 ml,10 % desc 1 cousiom don lu merlot 750 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/56b5508ad1d49f035d0af8ecc3a58fa5/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Don Luis Vino Merlot botella 750 ml,Don Luis,Vino Merlot,Botella 750 ml,1
13,10 % desc 1 fud pechuga pavo delgado 450 g,10 % desc 1 fud pechuga pavo delgado 450 g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/303c34b59e7d9a4f69e904101f520199/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,Fud Pechuga de pavo delgado empaque 450 g,Fud,Pechuga de pavo delgado,Empaque 450 g,1
14,10 % desc 1 lolailo sangra tinta 750 ml,10 % desc 1 lolailo sangra tinta 750 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4b66d7f354d260f08191d206d755f160/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Lolailo Sangría tinta botella 750 ml,Lolailo,Sangría tinta,Botella 750 ml,1
15,10 % desc 1 luis caas crianza 750 ml,10 % desc 1 luis caas crianza 750 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d5316208dbb0aebb9e8196548685bce2/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Luis Cañas Vino Crianza botella 750 ml,Luis Cañas,Vino Crianza,Botella 750 ml,1
16,10 % desc 1 lysol desinfectante toallas bl 80 wp,10 % desc 1 lysol desinfectante toallas bl 80 wp,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a6f82a6e7dfeba6edb9318ca32bbb7d4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Lysol Toallas desinfectantes tubo 80 unids,Lysol,Toallas desinfectantes,Tubo 80 unids,1
17,10 % desc 1 nieto senetiner malbec 750ml,10 % desc 1 nieto senetiner malbec 750ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b3bef51452b94514a5f44c4ae573d9dc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Nieto Senetiner Vino Malbec botella 750 ml,Nieto Senetiner,Vino Malbec,Botella 750 ml,1
19,10 % desc 1 via vilano roble black 750ml,10 % desc 1 via vilano roble black 750ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cc61160ebd0cf4e51638954828332855/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Viña Vilano Vino roble black botella 750 ml,Viña Vilano,Vino roble black,Botella 750 ml,1
20,10 % desc 1 via vilano tinto joven 750ml,10 % desc 1 via vilano tinto joven 750ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f2c494fbe2f464a33351c677048b7724/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Viña Vilano Vino tinto Joven botella 750 ml,Viña Vilano,Vino tinto Joven ,Botella 750 ml,1
21,10 % desc 12 pack pabst cerveza lt 330 ml,10 % desc 1 pabst cerveza lt 355ml 12 pack,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cf35d54c085f581bd8db5246a68c4c16/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pabst Blue Ribbon Cerveza 12 unids x 330 ml,Pabst Blue Ribbon,Cerveza,12 unids x 330 ml,1
21,10 % desc 12 pack pabst cerveza lt 330 ml,10 % desc 12 pack pabst cerveza lt 330 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cf35d54c085f581bd8db5246a68c4c16/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,Pabst Blue Ribbon Cerveza 12 unids x 330 ml,Pabst Blue Ribbon,Cerveza,12 unids x 330 ml,1
22,10 % desc 2 hic refresco te con limn 2.5 bt,10 % desc 2 hic refresco te con limn 2.5 bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/736ec3c2c3ac90bf37a4dddc977f41e0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Hi-C Refresco té con limón 2 unids x 2.5 L,Hi-C,Refresco té con limón,2 unids x 2.5 L,1
23,10 % desc 2 hic te con limn 400 ml bt,10 % desc 2 hic te con limn 400 ml bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2264db3ad803f7191f9963c89942c2c3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Hi-C Té con limón 2 unids x 400 ml ,Hi-C,Té con limón,2 unids x 400 ml,1
24,10 % desc 2 powerade ion avalanc bt 600 ml,10 % desc 2 powerade ion avalanc bt 600 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/42cda665f3778ad916eec200be417193/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Powerade Bebida energética ion 2 unids x 600 ml,Powerade,Bebida energética ion,2 unids x 600 ml,1
25,10 % desc 2 powerade ion frutas bt 600 ml,10 % desc 2 powerade ion frutas bt 600 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/60fb48ca1c5864ca893522ff9346f3aa/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Powerade Bebida energética ion frutas 2 unids x 600 ml,Powerade,Bebida energética ion frutas,2 unids x 600 ml,1
26,10 % desc 2 powerade ion naranja bt 600 ml,10 % desc 2 powerade ion naranja bt 600 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d9e50de7acad71742b11e7aa71602bd0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Powerade Bebida energética ion naranja 2 unids x 600 ml,Powerade,Bebida energética ion naranja,2 unids x 600 ml,1
27,10 % desc 3 coca cola desec 355 ml bt,10 % desc 3 coca cola desec 355 ml bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e73da28c394191e2090d2818b8b76d99/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Coca-Cola Bebida sabor cola 3 unids x 355 ml,Coca-Cola,Bebida sabor cola,3 unids x 355 ml,1
28,11 % desc 2 canada dry ginger a.3 lt.desec,11 % desc 2 canada dry ginger a.3 lt.desec,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/57871d8c30c0bbc555f2bba2693fee71/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Canada Dry Gaseosa ginger ale 2 unids x 3 L,Canada Dry,Gaseosa ginger ale,2 unids x 3 L,1
29,11 % desc 2 canada dry ginger ale light 600m bt,11 % desc 2 canada dry ginger a.600 ml bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/909c5e5e1c5a99118ea29098841f9b31/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Canada Dry Gaseosa ginger ale 2 unids x 600 ml,Canada Dry,Gaseosa ginger ale,2 unids x 600 ml,1
29,11 % desc 2 canada dry ginger ale light 600m bt,11 % desc 2 canada dry ginger ale light 600m bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/48fd72173541faed266d4b5becf6db94/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Canada Dry Gaseosa ginger ale light 2 unids x 600 ml,Canada Dry,Gaseosa ginger ale light,2 unids x 600 ml,1
30,11 % desc 2 canada dry soda 600 ml b bt,11 % desc 2 canada dry soda 600 ml b bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/279e11d84d3187bf36e96b67fcb42c21/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Canada dry Club soda 2 unids x 600 ml ,Canada Dry,Club soda ,2 unids x 600 ml,1
31,11 % desc 2 canada dry soda desechable 2l bot,11 % desc 2 canada dry soda desechable 2l bot,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5eadd774e49400ec1ec2d64c7410a5f4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Canada dry Club soda 2 unids x 2 L,Canada Dry,Club soda ,2 unids x 2 L,1
32,11 % desc 2 coca cola 600 ml desechable bt,11 % desc 2 coca cola 3 lts desechable bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/68e9e69479f07d6a7086268a7fb096f4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Coca-Cola Gaseosa sabor cola 2 unids x 3 L,Coca-Cola,Gaseosa sabor cola,2 unids x 3 L,1
32,11 % desc 2 coca cola 600 ml desechable bt,11 % desc 2 coca cola 600 ml desechable bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ab319af9901d44006d322da7c1fdfb6a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Coca-Cola Gaseosa sabor cola 2 unids x 600 ml,Coca-Cola,Gaseosa sabor cola,2 unids x 600 ml,1
33,11 % desc 2 coca cola 600 ml light bot,11 % desc 2 coca cola 600 ml light bot,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e7569768c81ee20572016378e42d1e90/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Coca-Cola Gaseosa sabor cola light 2 unids x 600 ml,Coca-Cola,Gaseosa sabor cola light,2 unids x 600 ml,1
34,11 % desc 2 fanta naranja 3lt desechable bt,11 % desc 2 fanta kolita 3lt desechable bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c7e748f0034af15722cd8560c50d0661/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Fanta Gaseosa sabor kolita 2 unids x 3 L ,Fanta,Gaseosa sabor kolita,2 unids x 3 L,1
34,11 % desc 2 fanta naranja 3lt desechable bt,11 % desc 2 fanta naranja 3lt desechable bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c1da817775ac30703120ea50783b6a95/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Fanta Gaseosa sabor naranja 2 unids x 3 L,Fanta,Gaseosa sabor naranja,2 unids x 3 L,1
35,11 % desc 2 fresca desechable 600 ml b bt,11 % desc 2 fresca 3 litros desechable bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2594657cb8ce033425a98a24adf6463a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Fresca Gaseosa sabor toronja 2 unids x 3 L,Fresca,Gaseosa sabor toronja,2 unids x 3 L,1
35,11 % desc 2 fresca desechable 600 ml b bt,11 % desc 2 fresca desechable 600 ml b bt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/be42aea918feeee3e525d4e35bdcec0b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Fresca Gaseosa sabor toronja 2 unids x  600 ml ,Fresca,Gaseosa sabor toronja,2 unids x 600 ml,1
36,12 % desc 2 coca cola zero 600m desec bot,12 % desc 2 coca cola zero 600m desec bot,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e7cdc5f513842e6a7e3533fa611ccb04/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Coca-Cola Gaseosa sabor cola zero 2 unids x 600 ml,Coca-Cola,Gaseosa sabor cola zero,2 unids x 600 ml,1
37,12 % desc 2 fuze te melocoton zero 2.5l,12 % desc 2 fuze te melocoton zero 2.5l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/472ec37583743ae23b78a2181b4193dc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Fuze Tea Té negro sabor melocotón zero 2 unids x 2.5 L,Fuze Tea,Té negro sabor melocotón,2 unids x 2.5 L,1
