group_id,leader,member,modify_leader,image_url,Image,label,canonical_leader,brand,name,package ,promotion,Comments
8,1002 leche do pinos homogenizad 3800ml,1002 leche do pinos homogenizad 3800ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fc32fcc873ba415ed8b4d24052d36138/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche homogenizada 3.8 L,Dos Pinos,Leche homogenizada,Botella 3.8 L,0,
9,1064 leche do pinos azul uht 1000ml,1064 leche do pinos azul uht 1000ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/300d0d394143bfab60f87051c856a1fc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche semidescremada UHT 1 L,Dos Pinos,Leche semidescremada UHT 1 L,Cartón 1 L,0,
10,1132 leche do pinos delactomy 1000ml,1132 leche do pinos delactomy 1000ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/09ec7fee29233e0bb253fc7e39c28384/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche delactomy 1 L,Dos Pinos,Leche delactomy ,Cartón 1 L,0,
11,1156 leche do pinos descremada 1000ml,1156 leche do pinos descremada 1000ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7e956c7f7acde33600e5048d9607c955/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche descremada 1 L,Dos Pinos,Leche descremada,Cartón 1 L,0,
13,12 pack leche coronado uht 2 % lt,12 pack leche coronado uht 0 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2b513bfd9fcce7b177904602551280dc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,coronado leche descremada UHT 0% 12 unids x 1 L c/u,Coronado,Leche descremada UHT 0%,12 unids x 1 L c/u,0,
13,12 pack leche coronado uht 2 % lt,12 pack leche coronado uht 2 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/daed04b410b7b4097a0cf64ce777f9d6/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,coronado leche semidescremada UHT 2% 12 unids x 1 L c/u,Coronado,Leche semidescremada UHT 2%,12 unids x 1 L c/u,0,
14,12 pack leche semidescremada uht 2 % lt,12 pack leche semidescremada uht 2 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3c282a87677a1c0477994de737edc50b/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos leche semidescremada UHT 2% 12 unids x 1 L c/u,Dos Pinos,Leche semidescremada UHT 2% ,12 unids x 1 L c/u,0,
17,1244 salchicha cinta azul 480g,1244 salchicha cinta azul 480g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/09ec7fee29233e0bb253fc7e39c28384/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,cinta azul salchicha 480 g,Cinta azul,Salchicha,Cartón 480 g,0,Producto de la imagen diferente al nombre
18,1252 picaritas jack medianas 75g,1252 picaritas jack medianas 75g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/369045eed9bc04be079b2be3223e253a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,jack's picaritas sabor bbq 75 g,Jack's,Picaritas sabor bbq ,Bolsa 75 g,0,
19,1368 leche dp 0 % dobl proteina 500m,1368 leche dp 0 % dobl proteina 500m,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6f229d4757687cfb49a5caba604d0661/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche doble proteína 500 ml,Dos Pinos,Leche doble proteína,Cartón 500 ml,0,
21,1421 jamon serrano del luca 85g,1421 jamon serrano del luca 85g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6f53d6f96ed8f52604920610848d5320/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,del luca jamón serrano 85 g,Del Luca,Jamón serrano,Empaque 85 g,0,Producto de la imagen diferente al nombre
22,15 % off queque la estacin 760g cotuba 2l,15 % off queque la estacin 760g cotuba 2l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/15ab96075e7e8a7b558a61d3ef817132/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,pack queque la estación 760 g + guaraná cotuba  2 L,La estación,Pack queque + guaraná Cotuba,760 g + 2 L,1,
28,17 % off 2 tapita cajeta de coco gallito 40g,17 % off 2 tapita cajeta de coco gallito 40g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/379f75441e3199b98b7cfff7ecd166ac/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito tapita cajeta de coco 2 unids x 40 g c/u,Gallito,Tapita cajeta de coco,2 unids x 40 g c/u,1,
29,1811 yogurt do pinos top fresa 170g,1811 yogurt do pinos top fresa 170g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d61cd9f72a51789868a5118a2b7de660/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos yogurt top fresa 170 g,Dos Pinos,Yogurt top fresa,Pote 170 g,0,
30,1860 desc.23.82 % cerveza imperial light 12pack 4200ml,1860 desc.23.82 % cerveza imperial light 12pack 4200ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/beaa22750f85ae48ec424bbf755631d2/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,imperial cerveza light 12 unids x 350 ml c/u,Imperial,Cerveza light,12 unids x 350 ml c/u,1,
54,2 melcochones simple jamn cinta azul 125 g queso procesado do pinos 8 unid jugo de naranja do pinos 1l por 200 cambium tipo de melcochon combo 2,2 melcochones simple jamn cinta azul 125 g queso procesado do pinos 8 unid jugo de naranja do pinos 1l por 200 cambium tipo de melcochon combo 2,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dfefb8e68bac640a9d7e256f72753683/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,combo 2 cinta azul jamón cocido 125 g dos pinos queso americano 1 unid dos pinos jugo de naranja 1 L baguettes 2 unids,Cinta azul,Combo 2 jamón cocido + dos pinos queso americano + dos pinos jugo de naranja + baguettes,5 unids,0,
55,2 melcochones simple lactocrema 115 g pat cinta azul 100 g tropical 2.5l por 200 cambium el tipo de melcochn combo 3,2 melcochones simple lactocrema 115 g pat cinta azul 100 g tropical 2.5l por 200 cambium el tipo de melcochn combo 3,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dfefb8e68bac640a9d7e256f72753683/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,combo 3 dos pinos lactocrema 115 g cinta azul patecito 100 g tropical jugo 2.5 L,Dos Pinos,Combo 3 lactocrema + cinta azul patecito + tropical jugo,3 unids,0,Producto de la imagen diferente al nombre
56,2 pack leche polvo pinito 400g,2 pack leche polvo pinito 400g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f561602a39954fadfd3d6c0a35772bf3/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos pinito leche entera en polvo 2 unids x 400 g c/u,Dos Pinos,Pinito leche entera en polvo,2 unids x 400 g c/u,0,Gramaje de la imagen diferente al package del nombre
58,2 pack t melocotn cero 2.5l desc 25 %,2 pack t melocotn cero 2.5l desc 25 %,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/90ff4033af37531e512968f6ee1137f8/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos té melocotón cero 2 unids x 2.5 L c/u,Dos Pinos,Té melocotón cero,2 unids x 2.5 L c/u,1,
59,2 slice la estacin 2 sushi helado 2 copa la estacin,2 slice la estacin 2 sushi helado 2 copa la estacin,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bf6a22ccbad834377963dced64abbf24/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,la estación pastel 2 unids copas helado 2 unids sushi 2 unids,La estación,Pastel + copas helado + sushi ,6 unids,0,
60,2 tapita cajeta de coco gallito 40g,2 tapita cajeta de coco gallito 40g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/379f75441e3199b98b7cfff7ecd166ac/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito tapita cajeta de coco 2 unids x 40 g c/u,Gallito,Tapita cajeta de coco,2 unids x 40 g c/u,0,
61,20 % desc 1 brasso antigrasa botella 500 ml,20 % desc 1 brasso antigrasa botella 500 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9067cd0199a46b45adf6e66094f2b607/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,brasso antigrasa limón 500 ml,Brasso,Antigrasa limón,Atomizador 500 ml,1,
62,20 % off chocolate gallito tapita tiramis 144g,20 % off chocolate gallito tapita tiramis 144g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/38c05ad6655ad3c02c371869c740cc86/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito chocolate tapita tiramisú 144 g,Gallito,Chocolate tapita tiramisú,Bolsa 144 g,1,
63,20 % off en 2 copas la estacin 2 copas lula,20 % off en 2 copas la estacin 2 copas lula,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f7c71820e46c5d07ed0c6b51fe26df98/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,pack la estación 2 unids lula 2 unids,La estación,Pack copas de helado + Lula copa de helado,4 unids,1,
64,20 % off queque la estacin 1370g te banco cero 2.5 l,20 % off queque la estacin 1370g te banco cero 2.5 l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9f58d6421b706e0e8740b92f65e9c616/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,pack la estación queque 1.37 kg dos pinos té blanco cero 2.5 L,La estación,Pack queque + té blanco cero Dos Pinos,1.37 kg + 2.5 L,1,
68,2018 margarina numar barra caja 500g,2018 margarina numar barra caja 500g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/697f5e0ccd92ef2c429fd95af037a50d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,numar margarina 500 g,Numar,Margarina,Caja 500 g,0,
69,2039 leche do pinos descremada polvo 400g,2039 leche do pinos descremada polvo 400g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/246eaa8deff8ea6ff69333044b6e4628/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche descremada en polvo 400 g,Dos Pinos,Leche descremada en polvo,Bolsa 400 g,0,
70,2060 leche do pinos pinito polvo 400g,2060 leche do pinos pinito polvo 400g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e77b397278dfc1c9048fcbe59e05a49b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos pinito leche en polvo 400 g,Dos Pinos,Leche en polvo Pinito,Bolsa 400 g,0,
72,2206 leche do pinos delactomy polvo 400g,2206 leche do pinos delactomy polvo 400g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8dfd050531a262bf61987da2d7990720/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos leche delactomy en polvo 400 g,Dos Pinos,Leche delactomy en polvo,Bolsa 400 g,0,
73,2222 desc.35.46 % pampers baby dry talla 2 112u,2222 desc.35.46 % pampers baby dry talla 2 112u,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fd1fcf6f30e34c2ae9c2f08709bce763/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,pampers pañales baby dry talla 2 112 unids,Pampers,Pañales baby dry talla 2,Caja 112 unids,0,
74,2238 yogurt do pinos deligurt fresa 750ml,2238 yogurt do pinos deligurt fresa 750ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2b2e8e3ea9fa7fe4a714b8274b7574ab/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos yogurt deligurt fresa 750 ml,Dos Pinos,Yogurt deligurt fresa ,Botella 750 ml,0,
75,2253 desc.34.47 % pampers baby dry talla 5 78 u,2253 desc.34.47 % pampers baby dry talla 5 78 u,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2d986187de40c3227c9ebbd03523c550/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,pampers pañales baby dry talla 5 78 unids,Pampers,Pañales baby dry talla 5,Caja 78 unids,1,
76,25 % off 2 pack yogurt lquido coronado fresas 1.8l,25 % off 2 pack yogurt lquido coronado fresas 1.8l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5d0636f9bfe49c1083818f26566f40c2/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,coronado yogurt líquido fresa 2 unids x 1.8 L c/u,Coronado,Yogurt líquido fresa ,2 unids x 1.8 L c/u,1,
77,25 % off caja chocolate gallito surtida 330g,25 % off caja chocolate gallito surtida 330g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/449ce839e8b0d4555508b1297ce33537/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito consentite con amor chocolate surtida 330 g,Gallito,Consentite con amor chocolate surtida,Caja 330 g,1,
78,25 leche de coco roland 414ml,25 leche de coco roland 414ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4a1d1fd4c16ec9be7c1fe2780929d5d3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,roland leche de coco 414 ml,Roland,Leche de coco,Lata 414 ml,0,
79,2577 queso monteverde light 250g,2577 queso monteverde light 250g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a55c063adbb2fed2570e64cea4e6c8bd/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,monteverde queso light 250 g,Monteverde,Queso light,Empaque 250 g,0,
80,2do 75 2 x chocolate gallito guayabita 18u,2do 75 2 x chocolate gallito guayabita 18u,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b31c77e344d6d8088431e04bcdcff7fe/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito chocolate Guayabita 2 unids,Gallito,Chocolate Guayabita,Bolsa 2 unids,1,
82,2x gallito guayabita tableta 35 gr,2x gallito guayabita tableta 35 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e2baae73e1e05e664cf91d30e1d75f2f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito chocolate Guayabita 2 unids x 35 g c/u,Gallito,Chocolate Guayabita,2 unids x 35 g c/u,0,
95,3 pack jugo uht naranja 100 % lt,3 pack jugo uht naranja 100 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d03a7e3b1af0ff3e7c08fb66c7c5c379/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,dos pinos jugo de naranja 100% 3 unids x 1 L c/u,Dos Pinos,Jugo de naranja 100% ,3 unids x 1 L c/u,0,
97,30 % off chocolate gallito corazn 25 unidades 100 gr,30 % off chocolate gallito corazn 25 unidades 100 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1e84465bba3e4db7626d71c53d0ea542/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito chocolate corazones 100 g,Gallito,Chocolate corazones,Bolsa 100 g,1,
98,303 margarina numar suave 250g,303 margarina numar suave 250g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d06bb247ed65046d4e489fc9435e1c8b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,numar margarina suave 250 g,Numar,Margarina suave,Pote 250 g,0,
99,35 % off 2 pack natilla zarcero con sal 750 gr cgrapa,35 % off 2 pack natilla zarcero con sal 750 gr cgrapa,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f8d5cb2a8f282bc61e109592fc93b6e1/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,zarcero natilla con sal 2 unids x 750 g c/u,Zarcero,Natilla con sal ,2 unids x 750 g c/u,1,
100,35 % off 3 pack tabletas chocolate gallito,35 % off 3 pack tabletas chocolate gallito,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/111ce1de57b2ca7053ee5ac0e5c2043f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,gallito tabletas chocolate variado 3 unids x 35 g c/u,Gallito,Tabletas chocolate variado,3 unids x 35 g c/u,1,
101,3767 patacones rumba 250g,3767 patacones rumba 250g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1b73cbec09a328e6cd567cf222272db0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,rumba patacones 250 g,Rumba,Patacones ,Bolsa 250 g,0,
103,3pack tabletas chocolate gallito,3pack tabletas chocolate gallito,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cdc979f50bb4de0425d02dbbfeba98bf/b4facf495c22df52f3ca635379ebe613.jpeg,,TRUE,gallito tabletas chocolate variado 3 unids x 35 g c/u,Gallito,Tabletas chocolate variado,3 unids x 35 g c/u,0,
115,4 pack leche saborizada uht coronado choco banano 180ml desc 15 %,4 pack leche saborizada uht coronado choco banano 180ml desc 15 %,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/61c2d221f0bce397038fa3f160713f05/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,coronado leche saborizada choco banano 4 unids x 180 ml c/u,Coronado,Leche saborizada choco banano,4 unids x 180 ml c/u,1,
116,4 pack leche saborizada uht coronado fresa 180 ml desc 15 %,4 pack leche saborizada uht coronado fresa 180 ml desc 15 %,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fb2f997e2f74bb2b36ab4efb218e8a13/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,coronado leche saborizada fresa 4 unids x 180 ml c/u,Coronado,Leche saborizada fresa,4 unids x 180 ml c/u,1,
117,4 pack leche saborizada uht coronado galleta maria180 ml desc 15 %,4 pack leche saborizada uht coronado galleta maria180 ml desc 15 %,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fec7b2304ef34cced1d07dc301bcc10b/859baff1d76042a45e319d1de80aec7a.jpeg,,TRUE,coronado leche saborizada galleta María 4 unids x 180 ml c/u,Coronado,Leche saborizada galleta María,4 unids x 180 ml c/u,1,
126,413 avena bio land integral 300g,413 avena bio land integral 300g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6ff5cd9d288838817996407a0e81e33d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,seed avena integral 300 g,Seed,Avena integral ,Bolsa 300 g,0,
127,4251 choc snicker 52g,4251 choc snicker 52g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/057d176681c07e7129d60fde542a7418/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,snickers chocolate 52 g,Snickers,Chocolate,Barra 52 g,0,
128,4295 ref fanta naranja saz 2500ml,4295 ref fanta naranja saz 2500ml,Yes,,,TRUE,fanta refresco sabor naranja 2.5 L,Fanta,Refresco sabor naranja ,Botella 2.5 L,0,
129,4356 choc twix 51g,4356 choc twix 51g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7ee91c25dea0b759ea75a1105409dffc/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,twix chocolate 51 g,Twix,Chocolate,Barra 51 g,0,
130,4371 salchicha ahum johnsonville 396g,4371 salchicha ahum johnsonville 396g,Yes,,,TRUE,johnsonville salchicha ahumada 396 g,Johnsonville,Salchicha ahumada,Empaque 396 g,0,
131,4471 refresco tropical limonada coco 500ml,4471 refresco tropical limonada coco 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e010b8cb7e89891fb4b23d81c9d1d03f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonada coco 500 ml,Tropical,Limonada coco,Botella 500 ml,0,
132,4488 refresco tropical limonada coco 2500ml,4488 refresco tropical limonada coco 2500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a773a40e61c7287c45d1b5e730624d6b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonada coco 2.5 L,Tropical,Limonada coco,Botella 2.5 L,0,
133,4501 refresco tropical limonada hierbabuena 500ml,4501 refresco tropical limonada hierbabuena 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/92e95e596c30b23227aa73790026b063/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonada hierbabuena 500 ml,Tropical,Limonada hierbabuena,Botella 500 ml,0,
134,4508 crema dulce do pinos 250ml,4508 crema dulce do pinos 250ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/57b9b91551d8bf5f8caa75b658b9ae4e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos crema dulce 250 ml,Dos Pinos,Crema dulce,Caja 250 ml,0,
135,4518 refresco tropical limonadada hierbabuena 2500ml,4518 refresco tropical limonadada hierbabuena 2500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2cbf3328db6a27a5a680e55c4908e437/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonadada hierbabuena 2.5 L,Tropical,Limonada hierbabuena,Botella 2.5 L,0,
136,4532 refresco tropical limonada fresa sanda 500ml,4532 refresco tropical limonada fresa sanda 500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b078efe1225da0cb3897c060ca8d418c/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonada fresandía 500 ml,Tropical,Limonada fresandía,Botella 500 ml,0,
137,4549 refresco tropical limonada fresa sanda 2500ml,4549 refresco tropical limonada fresa sanda 2500ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5e544a86621726192ad1174129ec369d/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,tropical limonada fresandía 2.5 L,Tropical,Limonada fresandía,Botella 2.5 L,0,
139,4x do pinos cono krunchy crispy,4x do pinos cono krunchy crispy,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e235879e86d91939af2e4eead4f250e8/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado krunchy 4 unids,Dos Pinos,Helado Krunchy ,4 unids,0,
140,4x do pinos paleta chocosnack 60 gr,4x do pinos paleta chocosnack 60 gr,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3a0140f36faeba46530f7219f26c919a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos paleta choco snack 4 unids x 60 g c/u,Dos Pinos,Paleta choco snack,4 unids x 60 g c/u,0,
148,5048 mantequilla do pinos barra unidad 115g,5048 mantequilla do pinos barra unidad 115g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/749cc3f8112eb2aa7f8e9eef3ab3faa8/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos mantequilla 115 g,Dos Pinos,Mantequilla ,Barra 115 g,0,
150,530 helado do pinos deleite caramelo 565g,530 helado do pinos deleite caramelo 565g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9d5a5225d673f6a6564fc4c222d32cf9/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos helado caramelo deleite 565 g,Dos Pinos,Helado caramelo Deleite,Pote 565 g,0,
151,5419 salchicha kimby ahumada 250g,5419 salchicha kimby ahumada 250g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/600b8161cb6a9afd52a95476b8e7d295/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,kimby salchicha ahumada 250 g,Kimby,Salchicha ahumada,Empaque 250 g,0,
152,556 chorizo san rafa cebolla hongos 600g,556 chorizo san rafa cebolla hongos 600g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6f53d6f96ed8f52604920610848d5320/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,san rafael chorizo con cebolla y hongos 600 g,San Rafael,Chorizo con cebolla y hongos,Empaque 600 g,0,Producto de la imagen diferente al nombre
153,5563 tocineta kimby 300g,5563 tocineta kimby 300g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fe43cc62215d0c52fbf2a91ba069f0d7/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,kimby tocineta 300 g,Kimby,Tocineta,Empaque 300 g,0,
154,5888 queso do pinos procesado 8reb 128g,5888 queso do pinos procesado 8reb 128g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2071aff19b8ff2530af8f9a142c9fe29/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos queso procesado americano 128 g,Dos Pinos,Queso procesado americano,,0,
160,6 pack leche coronado uht 2 % lt,6 pack leche coronado 3.5 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/878088987bc10e59ccced4ae818d5f27/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,coronado leche entera 3.5% 6 unids x 1 L c/u,Coronado,Leche entera 3.5% ,6 unids x 1 L c/u,0,
160,6 pack leche coronado uht 2 % lt,6 pack leche coronado uht 0 % 1 lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8fbd56a4805578b26047e8ef75beb09e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,coronado leche descremada 0% 6 unids x 1 L c/u,Coronado,Leche descremada 0% ,6 unids x 1 L c/u,0,
160,6 pack leche coronado uht 2 % lt,6 pack leche coronado uht 2 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6253b56b39560c243f9ee2bc136b6264/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,coronado leche semidescremada 2% 6 unids x 1 L c/u,Coronado,Leche semidescremada 2% ,6 unids x 1 L c/u,0,
161,6 pack leche coronado uht deslactosada 2 % lt,6 pack leche coronado uht deslactosada 2 % lt,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5948a27141bc29925cff2182890f0c99/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,coronado leche semidescremada sin lactosa 2% 6 unids x 1 L c/u,Coronado,Leche semidescremada sin lactosa 2%,6 unids x 1 L c/u,0,
162,6 pack nctar do pinos in line surtido 200 ml,6 pack nctar do pinos in line surtido 200 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8aa5614dc601770ea2f0b4e68020c7db/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos néctar light surtido 6 unids x 200 ml c/u,Dos Pinos,Néctar light surtido ,6 unids x 200 ml c/u,1,
163,6 pack nctar surtido coronado 180 ml,6 pack nctar surtido coronado 180 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f6c1d453eab7d6bb429dc4043ef13007/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,coronado néctar surtido 6 unids x 180 ml c/u,Coronado,Néctar surtido ,6 unids x 180 ml c/u,0,
164,60 % off 3 slice queques a elegir,60 % off 3 slice queques a elegir,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/03d72ed016315aa0a932a0ace45d0e49/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,queques a elegir 3 unids,,Queques a elegir,3 unids,1,
166,6143 queso crema dp delactomy 210g,6143 queso crema dp delactomy 210g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4770735d5078542cf012f0e96d91cdb6/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos queso crema delactomy 210 g,Dos Pinos,Queso crema Delactomy,Pote 210 g,0,
167,621 dip do pinos jamon serrano 210g,621 dip do pinos jamon serrano 210g,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/762f87beb5e7d2c2a660aa0b94224fb3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,dos pinos dip sabor jamón serrano 210 g,Dos Pinos,Dip sabor jamón serrano,Pote 210 g,0,
