group_id,leader,member,modify_leader,image_url,image,label,canonical_leader,brand ,name ,package,promotion
7236,cepillo de dientes colgate slimsoft 2 uds 7793,cepillo de dientes colgate slimsoft 2 uds 7793,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/24f68882e7883b579958d45714f73b78/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Colgate Cepillo de dientes slimsoft Blíster 2 unids,Colgate,Cepillo de dientes slimsoft,Blíster 2 unids,0
7237,cepillo de dientes colgate triple accin 2x1 1207,cepillo de dientes colgate triple accin 2x1 1207,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d6f4278e46adc312b410ba44d0a81c5e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Colgate Cepillo de dientes triple acción Blíster 2 unids,Colgate,Cepillo de dientes triple acción,Blíster 2 unids,1
7238,cepillo de dientes limpieza profunda oralb 2 pack 9932,cepillo de dientes limpieza profunda oralb 2 pack 9932,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e22973baa64b0e8010e1a5851343c53a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Oral-B Cepillo de dientes limpieza profunda Blíster 2 unids,Oral-B,Cepillo de dientes limpieza profunda,Blíster 2 unids,0
7240,cereal corn flake kellogg 300 g 2342,cereal corn flake kellogg 300 g 2342,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d71913db18269354beb838cf25d209b4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Corn Flakes Cereal de hojuelas de maíz Caja 300 g,Corn Flakes,Cereal de hojuelas de maíz,Caja 300 g,0
7245,cerveza bavaria gold lata 350 ml 4558,cerveza bavaria gold lata 350 ml 4558,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/04954146dcf3e6ba50f0b834b346bb00/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza gold Lata 350 ml,Bavaria,Cerveza gold,Lata 350 ml,0
7246,cerveza bavaria gold lata 350 ml 6 pack 4794,cerveza bavaria gold lata 350 ml 6 pack 4794,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/9a0ea70c1a70b361b9c728043642e622/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza gold 6 unids x 350 ml c/u,Bavaria,Cerveza gold,6 unids x 350 ml c/u,0
7247,cerveza bavaria light 350 ml lata 6 pack 4787,cerveza bavaria light 350 ml lata 6 pack 4787,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f8bc70b848be2f016005ffa745b8161e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza light 6 unids x 350 ml c/u,Bavaria,Cerveza light,6 unids x 350 ml c/u,0
7248,cerveza bavaria light botella desechable 350 ml 7864,cerveza bavaria gold botella desechable 350 ml 7871,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/335d203dd3c8abac32bbdfe56e0d41bd/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Bavaria Cerveza gold Botella 350 ml,Bavaria,Cerveza gold,Botella 350 ml,0
7248,cerveza bavaria light botella desechable 350 ml 7864,cerveza bavaria light botella desechable 350 ml 7864,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0871449ca719f1e04f237b1b67b119eb/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza light Botella 350 ml,Bavaria,Cerveza light,Botella 350 ml,0
7249,cerveza bavaria light lata 350 ml 4541,cerveza bavaria light lata 350 ml 4541,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d8631ce09b6e0849e2d561b119d3a8e1/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza light Lata 350 ml,Bavaria,Cerveza light,Lata 350 ml,0
7250,cerveza bavaria master edition botella 355 ml 1531,cerveza bavaria master edition botella 355 ml 1531,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/8c037ae202380d0bceb9d47df3c28e19/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza master edition Botella 355 ml,Bavaria,Cerveza master edition,Botella 355 ml,0
7251,cerveza bavaria master edition lata 350 ml 6 pack 2736,cerveza bavaria master edition lata 350 ml 2620,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/264af410b5ddea2824bf536d4fdd7e0e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Bavaria Cerveza master edition Lata 350 ml,Bavaria,Cerveza master edition,Lata 350 ml,0
7251,cerveza bavaria master edition lata 350 ml 6 pack 2736,cerveza bavaria master edition lata 350 ml 6 pack 2736,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7cbef2553699db6c3bcea9f45068a69c/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza master edition 6 unids x 350 ml c/u,Bavaria,Cerveza master edition,6 unids x 350 ml c/u,0
7252,cerveza bavaria pura malta botella 350 ml 6901,cerveza bavaria pura malta botella 350 ml 6901,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bc10685962f30e2f3248367a5bd999a2/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza pura malta Botella 350 ml,Bavaria,Cerveza pura malta,Botella 350 ml,0
7253,cerveza bavaria pura malta lata 350 ml 6918,cerveza bavaria pura malta lata 350 ml 6918,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/47d83aa5b8e7611aef339de3436f16b7/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bavaria Cerveza pura malta Lata 355 ml,Bavaria,Cerveza pura malta,Lata 355 ml,0
7254,cerveza bohemia lager lata 710 ml 7283,cerveza bohemia lager lata 710 ml 7283,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/dbd7a1e37a51bd24270a4fd3c306511f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bohemia Cerveza lager Lata 710 ml,Bohemia,Cerveza lager,Lata 710 ml,0
7255,cerveza bohemia lager lt 350 ml 9555,cerveza bohemia lager lt 350 ml 9555,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f8caa0e86686564e73092622b5cf34ce/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bohemia Cerveza lager Lata 350 ml,Bohemia,Cerveza lager,Lata 350 ml,0
7256,cerveza bohemia lata 6 pack 350 ml 0018,cerveza bohemia lata 6 pack 350 ml 0018,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/50b989b7a297e24100fa2c6475ab173e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Bohemia Cerveza lager 6 unids x 350 ml c/u,Bohemia,Cerveza lager,6 unids x 350 ml c/u,0
7257,cerveza budweiser lata 355 ml 0164,cerveza budweiser lata 355 ml 0164,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/807534647d580fe54c915997a84ca525/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Budweiser Cerveza lager Lata 355 ml,Budweiser,Cerveza lager,Lata 355 ml,0
7258,cerveza carlsberg lata 330 ml 2203,cerveza carlsberg lata 330 ml 2203,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1cc49b0d609205a5b712832b562c2d87/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Carlsberg Cerveza danesa Lata 330 ml,Carlsberg,Cerveza danesa,Lata 330 ml,0
7259,cerveza carta blanca lata 473 ml 2587,cerveza carta blanca lata 473 ml 2587,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b87153d344c84858d4fc92333644cfc0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Carta Blanca Cerveza original Lata 473 ml,Carta Blanca,Cerveza original,Lata 473 ml,0
7260,cerveza corona botella 355 ml 2715,cerveza corona botella 355 ml 2715,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/186e090e30a61093cc7f21dc6ac6aa0a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Corona Cerveza extra Botella 355 ml,Corona,Cerveza extra,Botella 355 ml,0
7261,cerveza escalante red ale 350 ml 0000,cerveza escalante red ale 350 ml 0000,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6e3723ab659e961ad7c161444bc0f112/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Escalante Cerveza red ale Botella 350 ml,Escalante,Cerveza red ale,Botella 350 ml,0
7262,cerveza estrella cerveza lt 330 ml,cerveza estrella cerveza lt 330 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1634c78247a6ed7a67d10cfc79c3e1dd/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Estrella Damm Cerveza mediterranea original Lata 330 ml,Estrella Damm,Cerveza mediterranea original,Lata 330 ml,0
7263,cerveza guinnes draught botella 330 ml 4609,cerveza guinnes draught botella 330 ml 4609,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d06c40229fd2027d3d49cf91e7fbe771/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Guiness Cerveza draught Botella 330 ml,Guiness,Cerveza draught,Botella 330 ml,0
7264,cerveza heineken botella 250 ml 0599,cerveza heineken botella 250 ml 0599,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/37768dea0e177eadcb702ddd0c8ae217/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Heineken Cerveza lager Botella 250 ml,Heineken,Cerveza lager,Botella 250 ml,0
7265,cerveza heineken botella 355 ml 6089,cerveza heineken botella 355 ml 6089,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/60d3d1c0234f075f0b7a8fce02c85415/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Heineken Cerveza lager Botella 355 ml,Heineken,Cerveza lager,Botella 355 ml,0
7266,cerveza heineken lata 250 ml 6 pack 3538,cerveza heineken lata 250 ml 6 pack 3538,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/962d62105b18b3f69e38acb5701fd6a9/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Heineken Cerveza lager 6 unids x 250 ml c/u,Heineken,Cerveza lager,6 unids x 250 ml c/u,0
7267,cerveza heineken lata 350 ml 0318,cerveza heineken lata 350 ml 0318,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b6a77324f145fa5dea0989ebaa56d88a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Heineken Cerveza lager Lata 250 ml,Heineken,Cerveza lager,Lata 250 ml,0
7268,cerveza heineken lata 355 ml 6 pack 9791,cerveza heineken lata 355 ml 6 pack 9791,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3ecbb8731eabfe6a57665146a274faf1/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Heineken Cerveza lager 6 unids x 355 ml c/u,Heineken,Cerveza lager,6 unids x 355 ml c/u,0
7269,cerveza hollandia cerveza bt 330 ml 6 pack,cerveza hollandia cerveza bt 330 ml 6 pack,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d0caeefadb6d2c69199863cd131dd99e/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Hollandia Cerveza lager premium 6 unids x 330 ml c/u,Hollandia,Cerveza lager premium,6 unids x 330 ml c/u,0
7270,cerveza hollandia cerveza lt 330 ml,cerveza hollandia cerveza lt 330 ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1a5ce8aae8098cab73b684731dc5b943/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Hollandia Cerveza lager premium Lata 330 ml,Hollandia,Cerveza lager premium,Lata 330 ml,0
7271,cerveza imperial cero lata 350 ml 8069,cerveza imperial cero lata 350 ml 8069,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4b5d460623bc63fe0e7ba55a56bc6aa3/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza cero Lata 350 ml,Imperial,Cerveza cero,Lata 350 ml,0
7272,cerveza imperial lata 350 ml 0315,cerveza imperial lata 350 ml 0315,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/70a67fc3f69af17e2996eaa4036b5887/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza original Lata 350 ml,Imperial,Cerveza original,Lata 350 ml,0
7276,cerveza imperial light lata 350 ml 0668,cerveza imperial light lata 350 ml 0668,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0ee80b1c3b491c690a4c217aeefce809/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza light Lata 350 ml,Imperial,Cerveza light,Lata 350 ml,0
7278,cerveza imperial light lata 473 ml 8685,cerveza imperial light lata 473 ml 8685,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b260765af4bd0356605316bc72f2fab0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza light Lata 473 ml,Imperial,Cerveza light,Lata 473 ml,0
7282,cerveza imperial silver lata 710 ml 7306,cerveza imperial lata 710 ml 7320,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e07904c708c8d2dc8eb3fb2511bc58a9/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza regular Lata 710 ml,Imperial,Cerveza regular,Lata 710 ml,0
7282,cerveza imperial silver lata 710 ml 7306,cerveza imperial light lata 710 ml 7313,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6debc2cf8c2b674d1a52c33ba5586036/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza light Lata 710 ml,Imperial,Cerveza light,Lata 710 ml,0
7282,cerveza imperial silver lata 710 ml 7306,cerveza imperial silver lata 710 ml 7306,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0a503d804a51fe72c0a74727df1a5a57/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza silver Lata 710 ml,Imperial,Cerveza silver,Lata 710 ml,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial lata 350 ml 12 uds 9982,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5003f54443efd256b4946a476b5babb5/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza regular 12 unids x 350 ml c/u,Imperial,Cerveza regular,12 unids x 350 ml c/u,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial lata 350 ml 6 pack 9999,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/99d93948cf7389704f86f7f1f0c8c23f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza regular 6 unids x 350 ml c/u,Imperial,Cerveza regular,6 unids x 350 ml c/u,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial light lata 350 ml 6 pack 9951,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/7ecbcf50680a0c72cc0c13e108a526ba/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza light 6 unids x 350 ml c/u,Imperial,Cerveza light,6 unids x 350 ml c/u,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial silver 350 ml lata 12 uds 9968,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/491032e3577c3951cebd5a29247e83aa/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza silver 12 unids x 350 ml c/u,Imperial,Cerveza silver,12 unids x 350 ml c/u,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial silver 350 ml lata 6 pack 9975,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/c940cd5b04400488a9cdf961ba509ab9/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza silver 6 unids x 350 ml c/u,Imperial,Cerveza silver,6 unids x 350 ml c/u,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial silver lata 350 ml 4598,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1e4c4d6c386c8b9506cccebc34db52b0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza silver Lata 350 ml,Imperial,Cerveza silver,Lata 350 ml,0
7283,cerveza imperial ultra lata 350 ml 9439,cerveza imperial ultra lata 350 ml 9439,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/55d712c82050bc1f399f23f06a545cf8/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza ultra Lata 350 ml,Imperial,Cerveza ultra,Lata 350 ml,0
7284,cerveza imperial ultra lata 473 ml 2330,cerveza imperial lata 473 ml 0919,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/f253d567f1bb7023c943d7bdf26c7d7f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza regular Lata 473 ml,Imperial,Cerveza regular,Lata 473 ml,0
7284,cerveza imperial ultra lata 473 ml 2330,cerveza imperial silver lata 473 ml 3071,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/664fdfebf694a9efe7e389e29da980a7/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Imperial Cerveza silver Lata 473 ml,Imperial,Cerveza silver,Lata 473 ml,0
7284,cerveza imperial ultra lata 473 ml 2330,cerveza imperial ultra lata 473 ml 2330,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/ed97f61c045fb8a3a7eebf49e570c47a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza ultra Lata 473 ml,Imperial,Cerveza ultra,Lata 473 ml,0
7285,cerveza imperial ultra lata 6 pack 9453,cerveza imperial ultra lata 6 pack 9453,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/928210e5ed83ba101da1aad8a37d85db/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Imperial Cerveza ultra 6 unids x 350 ml c/u,Imperial,Cerveza ultra,6 unids x 350 ml c/u,0
7286,cerveza la pelona artesanal botella 350 ml 0195,cerveza la pelona artesanal botella 350 ml 0195,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d3f8a0e8761e721063a1fe32566826ee/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,La Pelona Cerveza artesanal Botella 350 ml,La Pelona,Cerveza artesanal,Botella 350 ml,0
7287,cerveza lager 35 extra premium botella 350 ml 0430,cerveza lager 35 extra premium botella 350 ml 0430,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3181680d6ae16211c0e21b033e4b1a76/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Treintaycinco Cerveza lager extra premium Botella 350 ml,Treintaycinco,Cerveza lager extra premium,Botella 350 ml,0
7288,cerveza libertas trop gold botella 330 ml 0011,cerveza libertas trop gold botella 330 ml 0011,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0380912728803a7eae86338decbae826/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Libertas Cerveza trop gold Botella 330 ml,Libertas,Cerveza trop gold,Botella 330 ml,0
7289,cerveza maldita vida artesanal botella 350 ml 0126,cerveza maldita vida artesanal botella 350 ml 0126,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/aa55598896a48dce58d6f6508d89f893/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Maldita Vida Cerveza artesanal Botella 350 ml,Maldita Vida,Cerveza artesanal,Botella 350 ml,0
7290,cerveza miller lite lata 350 ml 3548,cerveza miller lite lata 350 ml 3548,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/18b79d425d291df782e3064e97e33a22/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Miller Cerveza lite Lata 350 ml,Miller,Cerveza lite,Lata 350 ml,0
7291,cerveza miller milwaukee ice 355 ml 6679,cerveza miller milwaukee ice 355 ml 6679,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/204303c64fb1226841151c1c61b5f92f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Milwaukee's Best Cerveza ice Lata 355 ml,Milwaukee's Best,Cerveza ice,Lata 355 ml,0
7292,cerveza miller milwaukee premium 355 ml 1544,cerveza miller milwaukee premium 355 ml 1544,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6d2ae53adc72e1369b76d682c62e5e69/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Milwaukee's Best Cerveza premium Lata 355 ml,Milwaukee's Best,Cerveza premium,Lata 355 ml,0
7293,cerveza modelo especial botella 355 ml 3062,cerveza modelo especial botella 355 ml 3062,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/34031f7c0d297de1928dd07ab6affabb/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Modelo Cerveza especial Botella 355 ml,Modelo,Cerveza especial,Botella 355 ml,0
7294,cerveza modelo especial lata 355 ml 2546,cerveza modelo especial lata 355 ml 2546,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/31913b285d6c1704ae3a0021c2138da6/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Modelo Cerveza especial Lata 355 ml,Modelo,Cerveza especial,Lata 355 ml,0
7295,cerveza pabst blue ribbon lata 355 ml 12 pack 1701,cerveza pabst blue ribbon lata 355 ml 0711,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bfcfdfb014f5ac5c49280d50ec5244a0/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Pabst Cerveza blue ribbon Lata 355 ml,Pabst,Cerveza blue ribbon,Lata 355 ml,0
7295,cerveza pabst blue ribbon lata 355 ml 12 pack 1701,cerveza pabst blue ribbon lata 355 ml 12 pack 1701,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cf35d54c085f581bd8db5246a68c4c16/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pabst Cerveza blue ribbon 12 unids x 355 ml c/u,Pabst,Cerveza blue ribbon,12 unids x 355 ml c/u,0
7296,cerveza paulaner hefe botella 330 ml 1301,cerveza paulaner hefe botella 330 ml 1301,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/a14080fda0d958becb2c26946b315d36/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Paulaner Cerveza Hefe-Weissbier Botella 330 ml,Paulaner,Cerveza Hefe-Weissbier,Botella 330 ml,0
7297,cerveza paulaner original botella 330 ml 1363,cerveza paulaner original botella 330 ml 1363,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bc19b6f7c63b52e61c4bbc249ed08a09/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Paulaner Cerveza Munchner Hell  Botella 330 ml,Paulaner,Cerveza Munchner Hell ,Botella 330 ml,0
7298,cerveza pilsen 6.0 lata 6 pack 350 ml 0534,cerveza pilsen 6.0 lata 350 ml 0541,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/01ecfeca0843d02e06312bc859f5cbd5/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,FALSE,Pilsen Cerveza doble malta 6.0 Lata 350 ml,Pilsen,Cerveza doble malta 6.0,Lata 350 ml,0
7298,cerveza pilsen 6.0 lata 6 pack 350 ml 0534,cerveza pilsen 6.0 lata 6 pack 350 ml 0534,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/90b09f9f5d77c537188ad79906e7e7d4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza doble malta 6.1 6 unids x 350 ml c/u,Pilsen,Cerveza doble malta 6.1,6 unids x 350 ml c/u,0
7299,cerveza pilsen 710 ml lata 7290,cerveza pilsen 710 ml lata 7290,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/cbddbbced8ee293687caf7ff7ed57c4f/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza regular Lata 710 ml,Pilsen,Cerveza regular,Lata 710 ml,0
7300,cerveza pilsen lata 350 ml 0314,cerveza pilsen lata 350 ml 0314,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/bec2b830da2c455117194e944791026b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza regular Lata 350 ml,Pilsen,Cerveza regular,Lata 350 ml,0
7301,cerveza pilsen lata 350 ml 12 uds 9937,cerveza pilsen lata 350 ml 12 uds 9937,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b5ae56c04b22af4b6d484ba56d5b37db/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza regular 12 unids x 350 ml c/u,Pilsen,Cerveza regular,12 unids x 350 ml c/u,0
7302,cerveza pilsen lata 350 ml 6 pack 9944,cerveza pilsen lata 350 ml 6 pack 9944,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3df93d64a1ff3afa86a39d26a69c91c4/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza regular 6 unids x 350 ml c/u,Pilsen,Cerveza regular,6 unids x 350 ml c/u,0
7303,cerveza pilsen lata 473 ml 0918,cerveza pilsen lata 473 ml 0918,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/b36a70f6e21359dbc52c6bbabd5620f1/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Pilsen Cerveza regular Lata 473 ml,Pilsen,Cerveza regular,Lata 473 ml,0
7304,cerveza red stripe botella 330 ml 9638,cerveza red stripe botella 330 ml 9638,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/225e34c0ccb84539feb528bdb1cbfa37/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Red Stripe Cerveza lager Botella 330 ml,Red Stripe,Cerveza lager,Botella 330 ml,0
7305,cerveza rock limn lata 350 ml 7505,cerveza rock limn lata 350 ml 7505,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/e50cf368f3882ac0465a61bd58cabe86/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Cervecería Costa Rica Cerveza Rock Limón Lata 350 ml,Cervecería Costa Rica,Cerveza Rock Limón,Lata 350 ml,0
7306,cerveza segua red ale botella 330 ml 0028,cerveza segua red ale botella 330 ml 0028,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/1115174270d28865817e0b880c56472b/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Segua Cerveza red ale Botella 330 ml,Segua,Cerveza red ale,Botella 330 ml,0
7307,cerveza sol 6 pack lata 250 ml 5233,cerveza sol 6 pack lata 250 ml 5233,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/fd30079ec6da3aedd3e3a95c36986bdb/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Sol Cerveza regular 6 unids x 250 ml c/u,Sol,Cerveza regular,6 unids x 250 ml c/u,0
7308,cerveza sol botella 355 ml 1629,cerveza sol botella 355 ml 1629,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/d1c46596c93458c8622b2f376580fd7a/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Sol Cerveza regular Botella 355 ml,Sol,Cerveza regular,Botella 355 ml,0
7309,cerveza stella artois botella 330 ml 1266,cerveza stella artois botella 330 ml 1266,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/21c373affd0b27c82390700682f1ba66/5954bcb006b10dbfd0bc160f6370faf3.jpeg,,TRUE,Stella Artois Ceveza lager premium Botella 330 ml,Stella Artois,Ceveza lager premium,Botella 330 ml,0
