external_id,EAN,Sku_Name,Source,Brandbank Product Name,Product Group 1,Product Group 2,Product Group 3,Functional Name,Variant,Brand,Gross Weight (g),Net Content,Allergy Advice,Per100 Energy (kJ),Per100 Energy (kcal),Per100 Carbohydrates (g),Per100 Fat (g),Per100 Total Sugar (g),Per100 Salt (g),Per100 Protein (g),Per100 Fibre (g),Alcohol By Volume (%)
7304120,7640171033730," 
Dewar's Caribbean Smooth Blended Scotch Whisky 1l",Asda,Dewar's Caribbean Smooth Blended Scotch Whisky 700ml,Off Licence,Spirits & Liqueurs,Whisky,Whisky,Blended Scotch,Dewar's,1061,,,,,,,,,,,40
71374,5111112853134,. 1.2k Conference Pears,Iceland,Keelings Pears,Fruit & Vegetables,Other Fruit,Other Pears,Pears,,Keelings,1431,,,,,,,,,,,
71436,5055822000030,. 1.5k Gala Apple,Iceland,AC Goatham & Son Royal Gala,Fruit & Vegetables,Apples,Other Apples,,Royal Gala,,1605,,,,,,,,,,,
67519,5412873086848,. 1.5k Value Fry Chips,Iceland,,,,,,,,,,,,,,,,,,,
74959,5017221111625,. 10pk Jam & Cream Doughnuts,Iceland,,,,,,,,,,,,,,,,,,,
89361,8710648218188,. 18pk Sponge. Scourers,Iceland - Swift,18 Sponge Scourers,Kitchen & Bathroom,General Cleaners,Other Cleaner,Sponge Scourers,,,56,18 x Sponge Scourers,,,,,,,,,,
73801,7320020051671,. 1kg Premium Frankfurter,Iceland,Scandic Foods Premium Frankfurter 1000g,Frozen Foods,Frozen Meats,Other Frozen Meats,Premium Frankfurter,,Scandic Foods,1051,1000g e,,1144,273,7,23,1,1.6,10,,
58988,5010482589882,. 1unt Celery,Iceland,,,,,,,,,,,,,,,,,,,
88528,5010228006116,. 2pk Fries To Go,Iceland,Fries to Go Crispy Fries in Minutes 2 x 90g,Frozen Foods,Frozen Potato Products,Other Frozen Potato Products,Crispy Fries in Minutes,,Fries To Go,,90g e,,990,235,37,7.6,1.3,0.36,3.2,2.9,
85963,5060329692664,. 2pk No Chick Kiev,Iceland,,,,,,,,,,,,,,,,,,,
64792,5060125543641,. 32pk Value Sausages,Iceland,,,,,,,,,,,,,,,,,,,
86180,5013499000036,. 405g Curry Sauce,Iceland - Swift,Goldfish Brand Chinese Curry Sauce Concentrate 405g,Grocery,Sauces & Condiments,Other Sauces & Condiments,Curry Sauce Concentrate,Chinese,Goldfish Brand,436,405g,"Contains: Mustard, Wheat
May Contain: Celery, Soya",,,,,,,,,
90639,5056586600009,. 4pk Smoked Haddock Flts,Iceland,,,,,,,,,,,,,,,,,,,
69332,5020089000246,. 500g Beetroot,Iceland,,,,,,,,,,,,,,,,,,,
43188,5010482431884,. 500g Brussels Sprouts,Iceland - Swift,,,,,,,,,,,,,,,,,,,
78504,5060672400121,. 5kg Chicken Fillets,Iceland,Skinless Chicken Breasts Fillets 5kg,Frozen Foods,Frozen Meats,Frozen Chicken Portions,Chicken Breasts Fillets,Skinless,,5120,5kg e,,475,113,0,2.4,0,1.29,22.8,0,
71781,5060202390625,. 5pk Chicken Satay,Iceland,,,,,,,,,,,,,,,,,,,
71785,5060202390632,. 5pk Chicken Tikka Satay,Iceland,,,,,,,,,,,,,,,,,,,
89712,5052514014597,. 600g Cooked Trim,Iceland,,,,,,,,,,,,,,,,,,,
68913,3456770868154,. 6pk Creme Caramel,Iceland,Crème Caramel 6 x 100g (600g),Ready Made Foods,Snacks,Other Snacks,Crème Caramel,,,,6 x 100g e,Contains: Milk,490,116,23,1.6,21,0.1,2.3,0.1,
60402,3456778784135,. 6pk Red Fruit L/f Yogurt,Iceland,Berries and Cherries Low Fat Yogurt 6 x 125g (750g),Dairy & Bread,Yoghurts,Low Fat Yoghurts,Yogurt,Low Fat,Berries and Cherries,775,6 x 125g e,Contains: Milk,"Low Fat Yogurt with Strawberry
319.0

Low Fat Yogurt with Cherry
300.0

Low Fat Yogurt with Raspberry
315.0
","Low Fat Yogurt with Strawberry
75.0

Low Fat Yogurt with Cherry
71.0

Low Fat Yogurt with Raspberry
74.0
","Low Fat Yogurt with Strawberry
14.0

Low Fat Yogurt with Cherry
12.9

Low Fat Yogurt with Raspberry
13.7
","Low Fat Yogurt with Strawberry
1.0

Low Fat Yogurt with Cherry
1.0

Low Fat Yogurt with Raspberry
1.0
","Low Fat Yogurt with Strawberry
11.3

Low Fat Yogurt with Cherry
10.2

Low Fat Yogurt with Raspberry
11.0
","Low Fat Yogurt with Strawberry
0.11

Low Fat Yogurt with Cherry
0.1

Low Fat Yogurt with Raspberry
0.11
","Low Fat Yogurt with Strawberry
2.5

Low Fat Yogurt with Cherry
2.5

Low Fat Yogurt with Raspberry
2.5
","Low Fat Yogurt with Strawberry
0.1

Low Fat Yogurt with Cherry
0.1

Low Fat Yogurt with Raspberry
0.3
",
60403,3456778784142,. 6pk Yellow Fruit L/f Yogurt,Iceland - Swift,Sunshine Fruits Low Fat Yogurt 6 x 125g (750g),Dairy & Bread,Yoghurts,Low Fat Yoghurts,Yogurt,Low Fat,Sunshine Fruits,782,6 x 125g e,Contains: Milk,"Low Fat Yogurt with Peach
300.0

Low Fat Yogurt with Mango & Passion Fruit
334.0

Low Fat Yogurt with Apricot
311.0
","Low Fat Yogurt with Peach
71.0

Low Fat Yogurt with Mango & Passion Fruit
79.0

Low Fat Yogurt with Apricot
73.0
","Low Fat Yogurt with Peach
12.9

Low Fat Yogurt with Mango & Passion Fruit
14.8

Low Fat Yogurt with Apricot
13.5
","Low Fat Yogurt with Peach
1.0

Low Fat Yogurt with Mango & Passion Fruit
1.0

Low Fat Yogurt with Apricot
1.0
","Low Fat Yogurt with Peach
10.2

Low Fat Yogurt with Mango & Passion Fruit
12.3

Low Fat Yogurt with Apricot
10.9
","Low Fat Yogurt with Peach
0.1

Low Fat Yogurt with Mango & Passion Fruit
0.1

Low Fat Yogurt with Apricot
0.1
","Low Fat Yogurt with Peach
2.5

Low Fat Yogurt with Mango & Passion Fruit
2.6

Low Fat Yogurt with Apricot
2.5
","Low Fat Yogurt with Peach
0.2

Low Fat Yogurt with Mango & Passion Fruit
0.2

Low Fat Yogurt with Apricot
0.2
",
80563,6009881105792,. 75cl Mendoza Malbec,Iceland,Mendoza Malbec 75cl,Off Licence,Red Wine,Others,,Malbec,,1177,75cl e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13
54438,5000159470643,. 83.4 Snickers Duo,Iceland - Swift,Snickers Duo 2 x 41.7g (83.4g),Grocery,Confectionery,Single Chocolate Bars,,,Snickers,85,,,,,,,,,,,
76074,7331878004160,. 900g Swedish Meatballs,Iceland,Öresundschark AB Swedish Meatballs 900g,Frozen Foods,Frozen Meals,Other,Meatballs,Swedish,Öresundschark AB,921,900g,Free From: Gluten,1000,240,8,20,1.4,1.5,13,,
5000128922487,5000128922487,1.56Kg Whole Bird               1.56Kg,Lincolnshire CoOp,Co-op British Roast in The Bag Whole Chicken,Meat & Fish,Chicken & Turkey,Fresh Whole Chicken,Whole Chicken,British Roast in The Bag,Co-op,1595,,,835,201,0,14,0,0.18,19,0,
5060545270769,5060545270769,10 Motives Disposable Electronic Cigarette Menthol 18mg EACH,Southern CoOp,Ten Motives Electronic Cigarette Menthol,Off Licence,Cigarettes & Lighters,Cigarettes,Electronic Cigarette,Menthol,Ten Motives,,,,,,,,,,,,
5060545270790,5060545270790,10 Motives Electronic Disposable Cigarette Reg 18mg EACH,Southern CoOp,Ten Motives Electronic Cigarette,Off Licence,Cigarettes & Lighters,Cigarettes,Electronic Cigarette,,Ten Motives,,,,,,,,,,,,
5060545270653,5060545270653,10 Motives Menthol 4E Cig Refills In Cdu Each,SGN,Ten Motives Electronic Cigarette Menthol Refill x4,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Electronic Cigarette,Menthol,Ten Motives,,4 x Electronic Cigarette,,,,,,,,,,
5060545270806,5060545270806,10 Motives Tobacco Flavour Rechargeable Kit 16mg EACH,Southern CoOp,Ten Motives Electronic Cigarette Rechargeable,Off Licence,Cigarettes & Lighters,Lighters & Matches,Electronic Cigarette,Rechargeable,Ten Motives,,,,,,,,,,,,
5060545270646,5060545270646,10 Motives Tobacco Refills 16Mg 4S,SGN,Ten Motives 4 Regular 16mg,Off Licence,Cigarettes & Lighters,Other Smoker's Item,,Regular,Ten Motives,,,,,,,,,,,,
5000299212936,5000299212936,12 Year Old Blended Scotch Whisky,vendor_info_Ext_ID,Chivas Regal Blended Scotch Whisky 70cl,Off Licence,Spirits & Liqueurs,Whisky,Whisky,Blended Scotch,Chivas Regal,1342,,,,,,,,,,,
82857,9311220005180,19 Crimes 75cl Banished,Iceland,19 Crimes The Banished Dark Red 750ml,Off Licence,Red Wine,Australian,,,,,,,,,,,,,,,
85853,9311220005517,19 Crimes 75cl Cabernet Sauvignon,Iceland,19 Crimes Cabernet Sauvignon 750ml,Off Licence,Red Wine,Australian,,Cabernet Sauvignon,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
78882,9311220004343,19 Crimes 75cl Red Wine,Iceland - Swift,19 Crimes Red Wine 750ml,Off Licence,Red Wine,Australian,Wine,Red,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
90155,9311220006057,19 Crimes 75cl Sauvignon Block,Iceland - Swift,19 Crimes Sauvignon Block 750ml,Off Licence,White Wine,Australian,,Sauvignon Blanc,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,12
6063979,9311220005685,19 Crimes Chard 75cl,Asda,19 Crimes Chardonnay 750ml,Off Licence,White Wine,Australian,Chardonnay,,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13
9311220005685,9311220005685,19 Crimes Chardonnay,vendor_info_Ext_ID,19 Crimes Chardonnay 750ml,Off Licence,White Wine,Australian,Chardonnay,,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13
81006944,9311220005685,19 Crimes Chardonnay 75cl,McColls,19 Crimes Chardonnay 750ml,Off Licence,White Wine,Australian,Chardonnay,,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13
9311220004343,9311220004343,19 Crimes Red,vendor_info_Ext_ID,19 Crimes Red Wine 750ml,Off Licence,Red Wine,Australian,Wine,Red,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
6958675,9311220007474,19 Crimes Red Wine 1.5l,Asda,19 Crimes Red Wine 1.5L,Off Licence,Red Wine,Australian,Wine,Red,19 Crimes,1564,1.5l,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13.5
5032104,9311220004343,19 Crimes Red Wine 75cl,Asda,19 Crimes Red Wine 750ml,Off Licence,Red Wine,Australian,Wine,Red,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
81005883,9311220004343,19 Crimes Red Wine 75cl,McColls,19 Crimes Red Wine 750ml,Off Licence,Red Wine,Australian,Wine,Red,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
7060570,9311220008365,19 Crimes Revolutionary Rose 75cl,Asda,19 Crimes Revolutionary Rosé 750ml,Off Licence,Champagne & Rose,Rose Wine Other,,Revolutionary Rosé,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,13.5
6579367,9311220006057,19 Crimes Sauvignon Blanc 75cl,Asda,19 Crimes Sauvignon Block 750ml,Off Licence,White Wine,Australian,,Sauvignon Blanc,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,12
6063977,9311220005661,19 Crimes The Uprising 75cl,Asda,19 Crimes The Uprising Red Wine 750ml,Off Licence,Red Wine,Australian,Red Wine,,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
9311220005661,9311220005661,19 CRIMES THE UPRISING 75CL,vendor_info_Ext_ID,19 Crimes The Uprising Red Wine 750ml,Off Licence,Red Wine,Australian,Red Wine,,19 Crimes,,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,14
5039306032878,5039306032878,19cm Scissors EACH,Southern CoOp,,,,,,,,,,,,,,,,,,,
5057545986844,5057545986844,2 Cod Fillets Boneless,vendor_info_Ext_ID,Jack's 2 Cod Fillets Boneless 250g,Meat & Fish,Fresh Fish,Fillets & Special Cuts,Cod Fillets,Boneless,Jack's,319,,,,,,,,,,,
5057545986967,5057545986967,2 Smoked Haddock Fillets Boneless,vendor_info_Ext_ID,Jack's 2 Smoked Haddock Fillets Boneless 250g,Meat & Fish,Fresh Fish,Smoked Fish,Haddock Fillets,Smoked,Jack's,327,,,,,,,,,,,
5010029000016,5010029000016,24 Biscuit Ceral,vendor_info_Ext_ID,Weetabix Cereal 24 Pack,Grocery,Breakfast Cereals,Other,Cereal,,Weetabix,,24 x Biscuits,"Contains: Barley, Wheat",1531,362,69,2,4.2,0.28,12,10,
54368,5000159457873,240g Celebrations,Iceland - Swift,Celebrations Small Carton 240g,Grocery,Confectionery,Pick & Mix,,Small,Celebrations,284,,,,,,,,,,,
4837728,8002477177652,24KT Prosecco Brut 75CL,Asda,24KT Prosecco Brut 750ml,Off Licence,White Wine,Italian,,Prosecco Brut,24KT,1489,750ml e,Contains: Sulphur Dioxide/Sulphites,,,,,,,,,11
5060253220254,5060253220254,25 SELF SEAL WHITE ENVELOPES C4 324MM*299MM,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
5011309300512,5011309300512,3 in 1 Action Concentrated Disinfectant,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
6947503799489,6947503799489,3x3 Sticky Notes EACH,Southern CoOp,,,,,,,,,,,,,,,,,,,
5057545986783,5057545986783,4 Breaded Pollock Fillets,vendor_info_Ext_ID,Jack's 4 Pollock Fillets Breaded 600g,Meat & Fish,Fresh Fish,Breaded Fish,Pollock Fillets,Breaded,Jack's,666,,,,,,,,,,,
5060253220025,5060253220025,50 DL SELF SEAL WHITE ENVELOPES 110*220MM,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
5000159533546,5000159533546,5ca8ff75-66c0-4fbb-b86e-78384c25dafe;Maltesers Chocolate Box 110g;name,vendor_info_Ext_ID,Maltesers Chocolate Box 110g,Grocery,Confectionery,Boxed Chocolate,Chocolate Box,,Maltesers,,110g e,"Contains: Barley, Milk, Soya, Wheat",2105,503,62,25,53,0.42,8.1,,
505754917510,505754917510,6 Bramley Apple Pies,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
3256540001572,3256540001572,6 Brioche Rolls,vendor_info_Ext_ID,Les Brioches 6 Brioche Rolls 192g,Dairy & Bread,Brown Bread & Rolls,Other,Brioche Rolls,,Les Brioches,197,192g e,"Contains: Eggs, Milk, Wheat
May Contain: Nuts, Peanuts, Soya",1500,356,52,12.5,10.2,1.19,7.9,2.3,
3256540002470,3256540002470,6 Brioche Rolls With Chocolat Chips,vendor_info_Ext_ID,Les Brioches 6 Brioche Rolls with Chocolate Chips 210g,Dairy & Bread,Brown Bread & Rolls,Brown Rolls,Brioche Rolls,With Chocolate Chips,Les Brioches,220,210g e,"Contains: Eggs, Milk, Soya, Wheat
May Contain: Nuts, Peanuts",1578,376,49,16,17,0.96,7.7,2.8,
5060084340237,5060084340237,6 Premium Pork Sausages,vendor_info_Ext_ID,The Black Farmer 6 Premium Pork Sausages 400g,Deli,Bacon & Sausages,Premium Sausage,Pork Sausages,Premium,The Black Farmer,,400g e,"Contains: Sulphur Dioxide/Sulphites
Free From: Gluten",998,241,1,19.7,0.5,1.35,14.8,0.1,
83646,5201360523900,7 Days 5pk Cocoa & Vanilla Croissants,Iceland - Swift,,,,,,,,,,,,,,,,,,,
79165,5201360521135,7 Days 5pk Cocoa Filling Croissants,Iceland,7 Days Croissant with Cocoa Filling Family Pack 5 x 37g (185g),Dairy & Bread,Morning Broken,Croissants,Croissant,With Cocoa Filling,7 Days,206,5 x 37g e,"Contains: Milk, Wheat",1850,443,45,26,15,0.75,6,,
8038388,5201360112166,7 Days Max Croissant Cocoa 80g,Sainsburys,7 Days Max Croissant with Cocoa Filling 80g,Dairy & Bread,Morning Broken,Croissants,Croissant,With Cocoa Filling,7 Days,85,80g e,"Contains: Milk, Wheat",1902,456,44,28,16,0.45,6,,
86159,4060800133601,7 Up 1.5l Free,Iceland,7UP Free Lemon & Lime Bottle 1.5L,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Lemon & Lime,7Up,,1.5l e,,8,2,0,0,0,0.04,0,,
37622,4060800108609,7 Up 2l Free,Iceland,7UP Free 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,2056,,,,,,,,,,,
4060800304339,4060800304339,7 UP 2ltr,vendor_info_Ext_ID,7UP Tasty Twist of Lemon & Lime 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Tasty Twist of Lemon & Lime,7UP,2081,,,,,,,,,,,
47834,4060800109798,7 Up 500m Free,Iceland - Swift,7UP Free 500ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,528,,,,,,,,,,,
89458,4060800304384,7 Up 500m Regular,Iceland - Swift,7UP Tasty Twist of Lemon & Lime 500ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Tasty Twist of Lemon & Lime,7UP,533,,,,,,,,,,,
13717,87177831,7 Up 6pk Cans,Iceland - Swift,"7UP Lemon, Lime & Bubbles 6 x 330ml",Drinks,Carbonated Drinks,Canned Carbonated Drinks,,"Lemon, Lime & Bubbles",7UP,2128,,,,,,,,,,,
71965,87170528,7 Up 6pk Free,Iceland,7UP Free 6 x 330ml,Drinks,Carbonated Drinks,Canned Carbonated Drinks,,,7UP,2073,,,,,,,,,,,
80370,4060800303455,7 Up 6pk Free Cherry,Iceland,7UP Free Cherry Can 6 x 330ml,Drinks,Carbonated Drinks,Canned Carbonated Drinks,,Cherry,7UP,,6 x 330ml e,,3,0.6,0,0,0,0.04,<0.1,,
42000987,4060800108609,7 Up Free 2ltr,McColls,7UP Free 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,2056,,,,,,,,,,,
4060800303646,4060800303646,7 Up Free Cherry 600Ml,SGN,"7UP Free Lemon, Lime, Cherry Flavour 600ml",Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,"Lemon, Lime, Cherry Flavour",7UP,613,,,,,,,,,,,
42001541,4060800109798,7 Up Sugar Free 500ml,McColls,7UP Free 500ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,528,,,,,,,,,,,
4060800135094,4060800135094,7 Up Sugar Free 600Ml,SGN,7UP Free 600ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,620,,,,,,,,,,,
7800128,239448,789 Mondelli Prosecco Spumante 75cl,Sainsburys,Edizione 789 Prosecco 75cl,Off Licence,White Wine,Italian,,,Edizione,1404,75cl e,Contains: Sulphur Dioxide/Sulphites,271,65,,,,,,,10.5
4060800109781,4060800109781,7up 500ml,vendor_info_Ext_ID,"7UP Lemon, Lime & Bubbles 500ml",Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,"Lemon, Lime & Bubbles",7UP,542,,,,,,,,,,,
4060800108609,4060800108609,"7UP Free  Bottle, 2L",vendor_info_Ext_ID,7UP Free 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,2056,,,,,,,,,,,
2169972,4060800108609,7UP free 2L,Sainsburys,7UP Free 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,2056,,,,,,,,,,,
3111508,4060800135049,7Up Free 8x330ml Cans,Asda,7UP Free Lemon & Lime Can 8 x 330ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Lemon & Lime,7UP,,8 x 330ml e,,8,2,0,0,0,0.04,0,,
6628924,4060800303462,7Up Free Cherry  8x330ml Cans,Asda,7UP Free Cherry Can 8 x 330ml,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Cherry,7UP,,8 x 330ml e,,3,0.6,0,0,0,0.04,<0.1,,
6628916,4060800303448,7UP Free Cherry Bottle 2l,Asda,7UP Free Cherry Bottle 2L,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Cherry,7UP,,2l e,,3,0.6,0,0,0,0.04,<0.1,,
2848,4060800108609,7UP Free Sparkling Lemon & Lime Drink 2L,Asda,7UP Free 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,,7UP,2056,,,,,,,,,,,
M260634,4060800304339,7up Regular 2ltr PM,MFG,7UP Tasty Twist of Lemon & Lime 2 Litres,Drinks,Carbonated Drinks,Other Flavoured Carbonated Drinks,,Tasty Twist of Lemon & Lime,7UP,2081,,,,,,,,,,,
7366357,5050028272700,88Vape Disposable Cool Grape,Asda,88Vape Disposable Cool Grape 20ml,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Disposable,Cool Grape,88Vape,,20ml,May Contain: Nuts,,,,,,,,,
7366371,5050028272779,88Vape Disposable Cool Spearmint 600 Puffs,Asda,88Vape Disposable Cool Spearmint 600 Puffs 2ml,Off Licence,Cigarettes & Lighters,Other Smoker's Item,,Disposable Cool Spearmint,88Vape,,2ml,May Contain: Nuts,,,,,,,,,
7366361,5050028272724,88Vape Disposable Frosted Watermelon,Asda,88Vape Disposable Frosted Watermelon 20ml,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Disposable,Frosted Watermelon,88Vape,,20ml,May Contain: Nuts,,,,,,,,,
7366365,5050028272748,88Vape Disposable Mango Sorbet,Asda,88Vape Disposable Mango Sorbet,Off Licence,Cigarettes & Lighters,Other Smoker's Item,,Mango Sorbet,88Vape,,,May Contain: Nuts,,,,,,,,,
7366359,5050028272717,88Vape Disposable Peach Ice,Asda,88Vape Disposable Peach Ice 20ml,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Ice,Peach,88Vape,,20ml,May Contain: Nuts,,,,,,,,,
7366363,5050028272731,88Vape Disposable Pink Lemonade,Asda,88Vape Disposable Pink Lemonade 20mg/ml,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Disposable,Pink Lemonade,88Vape,,20ml,May Contain: Nuts,,,,,,,,,
7366369,5050028272762,88Vape Disposable Strawberry Ice Cream 600 Puffs,Asda,88Vape Disposable Strawberry Ice Cream 600 Puffs,Off Licence,Cigarettes & Lighters,Other Smoker's Item,Vape Disposable,Strawberry Ice Cream,88Vape,,600 x Puffs,May Contain: Nuts,,,,,,,,,
7366367,5050028272755,88Vape Disposable Strawberry Kiwi 600 Puffs,Asda,88Vape Disposable Strawberry Kiwi 600 Puffs,Off Licence,Cigarettes & Lighters,Other Smoker's Item,,Disposable Strawberry Kiwi,88Vape,,600 x Puffs,May Contain: Nuts,,,,,,,,,
8901725100568,8901725100568,Aashirvaad Multigrain Atta 5kg,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
8901725100582,8901725100582,Aashivaad Whole Wheat Flour 5kg,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
5000227000185,5000227000185,Ab 10 York Puds Bigger/Better   190G,Lincolnshire CoOp,Aunt Bessie's 10 Glorious Golden Yorkshire Puddings 190g,Frozen Foods,Frozen Pastry & Snacks,Frozen Snacks,Puddings,Golden Yorkshire,Aunt Bessie's,,190g e,"Contains: Eggs, Milk, Wheat",1240,296,39,13,1.7,0.62,5.1,1.2,
1,634158955921,Abakus Seaweed Crisps Cheese Flavour 18g,Kindly of Brighton,,,,,,,,,,,,,,,,,,,
5410228142218,5410228142218,Abbey Beer Bottle,vendor_info_Ext_ID,Leffe Blond 330ml,Off Licence,Beer & Cider,Other Lager/Beer,,Blond,Leffe,,330ml e,Contains: Barley,241,58,,,,,,,6.6
3,8719325335668,Abbot Kinneys Barista Milk 1L,Kindly of Brighton,,,,,,,,,,,,,,,,,,,
8037263,5000227000185,"ABess 10 2.5"" Yorkshire Puds 190g",Sainsburys,Aunt Bessie's 10 Glorious Golden Yorkshire Puddings 190g,Frozen Foods,Frozen Pastry & Snacks,Frozen Snacks,Puddings,Golden Yorkshire,Aunt Bessie's,,190g e,"Contains: Eggs, Milk, Wheat",1240,296,39,13,1.7,0.62,5.1,1.2,
71773,7312040040704,Absolut 70cl Raspberri Vodka,Iceland,Absolut Raspberri Raspberry Flavoured Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1169,700ml,,,,,,,,,,40
7312040017683,7312040017683,Absolut Blue Vodka 70Cl,SGN,Absolut Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1168,700ml,,,,,,,,,,40
6666124,7312040552528,Absolut Passionfruit Flavoured Vodka 70cl,Asda,Absolut Passionfruit Flavored Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,Vodka,Passionfruit Flavored,Absolut,1168,,,,,,,,,,,
6967892,7312040323005,Absolut Passionfruit Martini Cocktail 250ml,Asda,Absolut Passion Fruit Martini Cocktail 250ml,Off Licence,Other Alcoholic Beverages,Flavoured Alcoholic Drinks,Cocktail,Passion Fruit Martini,Absolut,,250ml,,,,,,,,,,5
1767913,7312040550371,Absolut Raspberry Vodka 70cl,Asda,,,,,,,,,,,,,,,,,,,
71748,7312040017683,Absolut Vodka 700m Vodka,Iceland,Absolut Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1168,700ml,,,,,,,,,,40
2958699,7312040017683,Absolut Vodka 70cl,Sainsburys,Absolut Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1168,700ml,,,,,,,,,,40
731040017683,731040017683,Absolut Vodka 70cl,vendor_info_Ext_ID,,,,,,,,,,,,,,,,,,,
81001883,7312040017683,Absolut Vodka 70cl,Morrisons,Absolut Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1168,700ml,,,,,,,,,,40
M503500,7312040017683,Absolut Vodka Blue 70cl,MFG,Absolut Vodka 700ml,Off Licence,Spirits & Liqueurs,Vodka,,,Absolut,1168,700ml,,,,,,,,,,40
7298588,1734096,Accents Of The Season Bouquet,Sainsburys,Accents of the Season Bouquet,Household & Garden,Plants,Cut Flowers,Accents of the Season Bouquet,,,,,,,,,,,,,,
5060188692355,5060188692355,Acti-Shake Hi Protein Chocolate Milk 358Ml,SGN,Acti-Shake Chocolate High Protein Dairy Drink 358ml,Drinks,Other Drinks,Health Drinks bottles,High Protein Dairy Drink,Chocolate,Acti-Shake,412,358ml e,Contains: Milk,198,47,5.1,<0.5,3.4,0.19,6.1,1.2,
5060188692362,5060188692362,Acti-Shake Hi Protein Strawberry Milk 358Ml,SGN,Acti-Shake Strawberry High Protein Dairy Drink 358ml,Drinks,Other Drinks,Health Drinks bottles,High Protein Dairy Drink,Strawberry,Acti-Shake,413,358ml e,Contains: Milk,185,44,4.9,<0.5,3.4,0.17,5.8,1,
5060188692379,5060188692379,Acti-Shake Hi Protein Vanilla Milk 358Ml,SGN,Acti-Shake Vanilla High Protein Dairy Drink 358ml,Drinks,Other Drinks,Health Drinks bottles,High Protein Dairy Drink,Vanilla,Acti-Shake,411,358ml e,Contains: Milk,193,46,5.3,<0.5,3.5,0.18,5.9,1,
73835,5060360502656,Actimel 8pk Multifruit,Iceland - Swift,Actimel Multifruit 8 x 100g (800g),Dairy & Bread,Yoghurts,Other Yoghurt/Mousse,,Multifruit,Actimel,,8 x 100g e,Contains: Milk,118,28,3.3,0.1,3.1,0.1,2.6,0.2,
34152,5410146407024,Actimel 8pk Strawberry Probiotic,Iceland,Actimel Strawberry 8 x 100g (800g),Dairy & Bread,Yoghurts,Yoghurts,,Strawberry,Actimel,869,,,,,,,,,,,
