canonical_id,canonical_leader,brand,name,package,promotion,agent_verified
5533,Courvoisier Cognac 50 Ml,Courvoisier,Cognac,50 ml,,1
5534,Courvoisier Fine Cognac Brandy 350 Ml,Courvoisier,Fine Cognac Brandy,350 ml,,1
5535,Courvoisier Fine Cognac Brandy 50 Ml,Courvoisier,Fine Cognac Brandy,50 ml,,1
5536,Courvoisier Fine Cognac Brandy 700 Ml,Courvoisier,Fine Cognac Brandy,700 ml,,1
5537,Courvoisier Cognac 1 Unit,Courvoisier,Cognac,1 unit,,1
5538,Couscous 1 Unit,,Couscous,1 unit,,1
5539,Couscous Vegetable Salad 1 Unit,,Couscous Vegetable Salad,1 unit,,1
5540,Covex Hand Sanitiser 70% Alcohol 250 Ml,Covex,Hand Sanitiser 70% Alcohol,250 ml,,1
5541,Covonia Chesty Cough 150 Ml,Covonia,Chesty Cough,150 ml,,1
5542,Covonia Chesty Cough 1 Unit,Covonia,Chesty Cough,1 unit,,1
5543,Covonia Chesty Cough Mixture Mentholated  150 Ml,Covonia,Chesty Cough Mixture Mentholated,150 ml,,1
5544,Covonia Dry Tickly Cough Linctus 150 Ml,Covonia,Dry Tickly Cough Linctus,150 ml,,1
5545,Covonia Tickly Cough 1 Unit,Covonia,Tickly Cough,1 unit,,1
5546,Cow & Gate Potato And Turkey Roast 1 Unit,Cow & Gate,Potato And Turkey Roast,1 unit,,1
5547,Cow & Gate Tasty Cottage Pie 1 Unit,Cow & Gate,Tasty Cottage Pie,1 unit,,1
5548,Cow & Gate Baby'S Food 1 Unit,Cow & Gate,Baby'S Food,1 unit,,1
5549,Cow & Gate Hungry Baby Milk From Birth 800 G,Cow & Gate,Hungry Baby Milk From Birth,800 g,,1
5550,Cow & Gate Hungry Baby Milk From Birth 200 Ml,Cow & Gate,Hungry Baby Milk From Birth,200 ml,,1
5551,Cow & Gate Follow On Milk Formula From 6-12 Months 350 G,Cow & Gate,Follow On Milk Formula From 6-12 Months,350 g,,1
5552,Cow & Gate Follow On Milk Formula From 6-12 Months 800 G,Cow & Gate,Follow On Milk Formula From 6-12 Months,800 g,,1
5553,Cow & Gate Growing Up Milk Formula 3 800 G,Cow & Gate,Growing Up Milk Formula 3,800 g,,1
5554,Cow & Gate Apple Crumble Jar 200 G,Cow & Gate,Apple Crumble Jar,200 g,,1
5555,Cow & Gate Bursting Apple Banana Berry Fruit Puree Jar 125 G,Cow & Gate,Bursting Apple Banana Berry Fruit Puree Jar,125 g,,1
5556,Cow & Gate Butternut Squash Chicken Pasta Jar 200 G,Cow & Gate,Butternut Squash Chicken Pasta Jar,200 g,,1
5557,Cow & Gate Chicken Sunday Lunch Jar 125 G,Cow & Gate,Chicken Sunday Lunch Jar,125 g,,1
5558,Cow & Gate First Infant Milk 1 Unit,Cow & Gate,First Infant Milk,1 unit,,1
5559,Cow & Gate Hungry Baby Milk From Birth 1 800 G,Cow & Gate,Hungry Baby Milk From Birth 1,800 g,,1
5560,Cow & Gate Hungry Baby Milk From Birth 1 1 Unit,Cow & Gate,Hungry Baby Milk From Birth 1,1 unit,,1
5561,Cow & Gate My First Bolognese Jar 125 G,Cow & Gate,My First Bolognese Jar,125 g,,1
5562,Cow & Gate Potato Turkey Roast Jar 200 G,Cow & Gate,Potato Turkey Roast Jar,200 g,,1
5563,Cow & Gate Rice Pudding Jar 125 G,Cow & Gate,Rice Pudding Jar,125 g,,1
5564,Cow & Gate Scrummy Spaghetti Bolognese 200 G,Cow & Gate,Scrummy Spaghetti Bolognese,200 g,,1
5565,Cow & Gate Tasty Cottage Pie Jar  200 G,Cow & Gate,Tasty Cottage Pie Jar,200 g,,1
5566,Cow & Gate Egg Custard 125 G,Cow & Gate,Egg Custard,125 g,,1
5567,Cow & Gate First Milk 800 G,Cow & Gate,First Milk,800 g,,1
5568,Cow & Gate First Milk 200 Ml,Cow & Gate,First Milk,200 ml,,1
5569,Cow & Gate Follow On Milk 800 G,Cow & Gate,Follow On Milk,800 g,,1
5570,Cow & Gate Sunday Roast Chicken 125 G,Cow & Gate,Sunday Roast Chicken,125 g,,1
5571,Cow & Gate Yummy Harvets Chicken 200 G,Cow & Gate,Yummy Harvets Chicken,200 g,,1
5572,Supagrill Instant Barbecue Tray Standard Size 1 Unit,Supagrill,Instant Barbecue Tray Standard Size,1 unit,,1
