group_id,leader,member,modify_leader,image_url
27585,sterling dual cigarette x20,sterling dual cigarette x20,Yes,
27606,sterling essential ryo pouch 30g,sterling essential ryo pouch 30g,Yes,
27632,sterling new k dual tt,sterling new dual k tt,Yes,
27632,sterling new k dual tt,sterling new k dual tt,Yes,
27633,sterling new k dual tt 20pk,sterling new k dual tt 20pk,Yes,
28039,sterling new king size dual tt cigarettes 20 units,regal blue 20 cigs,No,
28039,sterling new king size dual tt cigarettes 20 units,rothmans king size blue 20 cigarette,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling dual new 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling dual new k 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling k dual tt 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling king size dual 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling new dual kingsize 20c,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling new k dual 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling new king size dual 20,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling new king size dual 20 cigarette,No,
28039,sterling new king size dual tt cigarettes 20 units,sterling new king size dual cap 20,No,
27638,sterling orginal red sk 20,sterling orginal red sk 20,Yes,
27646,sterling red k tt,sterling red k tt,Yes,
27654,sterling rolling tobacco 30gms tt,sterling rolling tobacco 30gms tt,Yes,
27659,sterling ryo 3in1 crush proof 30g,sterling ryo 3in1 crush proof 30g,Yes,
27660,sterling ryo pouch 30g,sterling ryo pouch 30g,Yes,
27668,sterling superkings blue tt 20,sovereign superkings blue tt 20,Yes,
27668,sterling superkings blue tt 20,sterling superkings blue tt 20,Yes,
27670,sterling superkings green 20,sterling green superkings x20,Yes,
27670,sterling superkings green 20,sterling superkings green 20,Yes,
27744,stpierre wrapped pain au chocolat,stpierre wrapped pain au chocolat,Yes,https://d1ralsognjng37.cloudfront.net/18bc1c7f-c9eb-48e3-9af4-354174384be7.jpeg
31903,strawberry milkshake,strawbery milkshake,No,
31903,strawberry milkshake,yazoo strawberry ,No,
27770,strawberry punnet,co op raspberry punnet 1,No,
27770,strawberry punnet,co op strawberry punnet,No,
27770,strawberry punnet,co op strawberry punnet each,No,
27771,strawberry slush,strawberry slush,Yes,https://d1ralsognjng37.cloudfront.net/b8020aa4-1838-4580-896a-160377534796.jpeg
27773,strawberry slush large,large strawberry slush,No,https://d1ralsognjng37.cloudfront.net/c83d2bae-2955-4fa9-a71e-6976fc0a301b.jpeg
27773,strawberry slush large,slush puppie strawberry,No,https://d1ralsognjng37.cloudfront.net/82a0c6be-d893-45e4-ae85-ceffa5a9e9d2.jpeg
27778,strawbery fanta large,fanta strawberry large,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/4c1f62ba8f1e04822ae30bf965852f0e/b4facf495c22df52f3ca635379ebe613.jpeg
27778,strawbery fanta large,strawbery fanta large,Yes,
27787,string thing cheestrings 4 pack 80g,string thing cheestrings 4 pack 80g,Yes,
27794,strongbow 2 ltr pet,strongbow 2 litre,Yes,https://d1ralsognjng37.cloudfront.net/5eea91dd-9fea-4f1e-9427-a8358fc397cd.jpeg
27794,strongbow 2 ltr pet,strongbow 2 ltr pet,Yes,
27806,strongbow cider 2 ltr,strongbow cider 2 ltr,Yes,https://d1ralsognjng37.cloudfront.net/a55c71f5-270f-4412-b244-dd9ac32170e9.jpeg
27811,strongbow cider 440ml can,strongbow cider 440ml can,Yes,https://d1ralsognjng37.cloudfront.net/0f5c694d-07bd-4fe3-b1eb-1b7ee1a63fe4.jpeg
27834,strongbow dark fruit 4pk 568ml,stongbow dark fruit 4pk,Yes,https://d1ralsognjng37.cloudfront.net/f59f62aa-43c2-451c-ac6b-5cf904d55e47.jpeg
27834,strongbow dark fruit 4pk 568ml,strongbow dark fruit 4pk 440ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/2ce0248323a771faf15daa1e2020c43b/859baff1d76042a45e319d1de80aec7a.jpeg
27834,strongbow dark fruit 4pk 568ml,strongbow dark fruit 4pk 568ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/50e92091f6d0115a3d2fab253a275dda/859baff1d76042a45e319d1de80aec7a.jpeg
27861,strongbow original 440ml 10pk,strongbow original 440ml 10pk,Yes,https://d1ralsognjng37.cloudfront.net/e7bf7683-3e34-423d-a761-900a7aa2303f.jpeg
27863,strongbow original 4pk 4x440ml,strongbow original 4pk,Yes,https://d1ralsognjng37.cloudfront.net/d1bfc327-d199-47d9-b831-dc8b325e3b69.jpeg
27863,strongbow original 4pk 4x440ml,strongbow original 4pk 440ml,Yes,https://d1ralsognjng37.cloudfront.net/a128d5e8-1d0d-4184-9129-3123b9a1b3f1.jpeg
27863,strongbow original 4pk 4x440ml,strongbow original 4pk 4x440ml,Yes,https://d1ralsognjng37.cloudfront.net/bb091d5d-1ca7-4784-a786-66345e9907a0.jpeg
27881,strongbow orignal 4568ml cane,strongbow orignal 4568ml cane,Yes,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit 440ml 10 pack,No,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit 440ml 10pk,No,https://d1ralsognjng37.cloudfront.net/78baea62-4eb3-4827-8bb2-3c8f5b0a11e6.jpeg
27900,strongbow rose 4 x 440 ml,strongbow dark fruit 4x440ml can pack,No,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit 4x440mlpk,No,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit can 10 x 440ml,No,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit can 4 x 440ml,No,https://tb-static.uber.com/prod/image-proc/processed_images/c297bea1a142fff8631fcf8da771ff22/859baff1d76042a45e319d1de80aec7a.jpeg
27900,strongbow rose 4 x 440 ml,strongbow dark fruit can 4x440ml,No,
27900,strongbow rose 4 x 440 ml,strongbow dark fruit can x4 440ml,No,
27900,strongbow rose 4 x 440 ml,strongbow original can 4 x 440ml,No,
27936,sun exotic citrus twist juice 1 l,sun exotic citrus twist 1l,No,https://d1ralsognjng37.cloudfront.net/3d3a3aa8-2529-4d1e-b59b-7f1b642e8bb8.jpeg
27940,sun exotic pineapple coconut juice 1 l,sun exotic pineapple coconut still juice 1l,No,https://d1ralsognjng37.cloudfront.net/e5d94b0b-f1ae-466b-b962-010348970993.jpeg
27941,sun exotic tropical still juice 1 l,sun exotic tropical still juice 1l,No,https://d1ralsognjng37.cloudfront.net/3e339bb4-1abd-428c-b64d-d0fd29ad1548.jpeg
27953,sunkist orange 2l,sunkist orange 2l,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/0c2d8b6dfe5754e23cfccaf020f6f4f2/859baff1d76042a45e319d1de80aec7a.jpeg
28033,superbright sponge scourer 10pk,superbright sponge scourer 10pk,Yes,https://d1ralsognjng37.cloudfront.net/cda8206b-68a2-4a85-bb0d-a82b4281de36.jpeg
28171,swan extra slim filter tip 120 units,swan extra slim filter menthol 120,No,
28171,swan extra slim filter tip 120 units,swan filter tip extra slim x120,No,
28171,swan extra slim filter tip 120 units,swan menthol extra slim filter tip 120,No,
28171,swan extra slim filter tip 120 units,swan menthol slim filter 120,No,
28171,swan extra slim filter tip 120 units,swan slim menthol filter 120,No,
28139,swan extra slim tip 120,swan extra slim tip 120,Yes,
28205,swedish fish theater box,swedish fish theater box,Yes,https://d1ralsognjng37.cloudfront.net/4668e6a5-a40d-4ec1-b7be-f12adb487191.jpeg
28372,takis small,takis small,Yes,
28460,tango ice blast large cherryraspberry mix,tango ice blast large cherryraspberry mix,Yes,
28486,tango ice blast raspberry large,large tango ice blast,No,https://tb-static.uber.com/prod/image-proc/processed_images/470b5c0243ff5518dc8de06c737a4c25/b4facf495c22df52f3ca635379ebe613.jpeg
28486,tango ice blast raspberry large,regular tango ice blast,No,https://d1ralsognjng37.cloudfront.net/89dd3ca4-9479-4c76-8157-215bda0065ac.jpeg
28486,tango ice blast raspberry large,tango ice blast rasberry regular,No,
28486,tango ice blast raspberry large,tango ice blast regular raspberrychery mix,No,
28486,tango ice blast raspberry large,tango large ice blast cherry flavour,No,
28486,tango ice blast raspberry large,tango large ice blast rasberry flavour,No,
28485,tango large ice blast cherry rasberry mixed 568ml,tango large ice blast cherry rasberry mixed 568ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3b7490e3f4e40b6c7795df9201a6715b/b4facf495c22df52f3ca635379ebe613.jpeg
28488,tango orange 2 l,tango orange 2l,No,
28495,tango orange can 330 ml,tango orange 330ml,No,https://d1ralsognjng37.cloudfront.net/a6c96a41-8db7-43e8-bf69-175779119cdb.jpeg
28518,tangy tom 8pk,tangy tom 8pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/3f43109100198fa3dc2fbeb1aad79a09/b4facf495c22df52f3ca635379ebe613.jpeg
28572,tate & lyle granulated sugar,t and lyle granulated sugar,No,
28605,tate & lyle white sugar 1 kg,t and lyle granulated sugar 1kg,No,
28605,tate & lyle white sugar 1 kg,tate and lyle granulated sugar 1kg,No,https://d1ralsognjng37.cloudfront.net/a3941c1c-16f6-4ca8-9040-afb6658ec4bf.jpeg
28605,tate & lyle white sugar 1 kg,tate lyle fairtrade granulated sugar 1kg,No,https://d1ralsognjng37.cloudfront.net/de6d250b-8689-4dff-b6b0-57aa7560e9c0.jpeg
28605,tate & lyle white sugar 1 kg,tate lyle granulated white sugar 1kg,No,
28687,terry choc orange small bar,terry choc orange small bar,Yes,
28736,tesco danish smoked back bacon 300g,tesco danish smoked back bacon 300g,Yes,
28773,tetley's smooth ale,tetleys smooth ale beer,No,https://d1ralsognjng37.cloudfront.net/a203107a-941d-495d-95a5-85fccd6c8b5a.jpeg
28937,the ice company party ice 2.27kg,the ice company party ice 2.27kg,Yes,
29104,tiger lager beer 640ml bottle,tiger lager beer 640ml bottle,Yes,https://d1ralsognjng37.cloudfront.net/fa8bf803-8d41-4acd-bdf2-2d678e597fba.jpeg
29108,tigr bread loaf 800g,tigr bread loaf 800g,Yes,https://d1ralsognjng37.cloudfront.net/fc70ca27-3ef7-4a78-9140-aca5d2b0d13b.jpeg
29126,tilda pure basmati steamed basmati rice gluten free 250g,tilda pilau steamed basmati rice gluten free 250g,Yes,
29126,tilda pure basmati steamed basmati rice gluten free 250g,tilda pure basmati steamed basmati rice 250g,Yes,https://d1ralsognjng37.cloudfront.net/eeadee13-a238-443a-acb1-e9c06fb37b93.jpeg
29126,tilda pure basmati steamed basmati rice gluten free 250g,tilda pure basmati steamed basmati rice gluten free 250g,Yes,
29128,tilda pure original basmati 1kg,tilda basmati original 1kg,Yes,
29128,tilda pure original basmati 1kg,tilda pure original basmati 1kg,Yes,https://d1ralsognjng37.cloudfront.net/ef1af552-76de-419c-bd04-66017ae378cd.jpeg
29148,toblerone milk chocolate bar,toblerone milk chocolate bar,Yes,https://d1ralsognjng37.cloudfront.net/dbcd7994-b05d-4110-830b-9ca0c61331ed.jpeg
29163,toffifee 100g,toffifee 100g,Yes,
29192,tomato per kg,tomato per kg,Yes,https://d1ralsognjng37.cloudfront.net/ebe4dff4-e081-44b3-b85e-4d2995bf85b5.jpeg
29257,traditional pork scratching,traditional butcher pork scratching,No,https://d1ralsognjng37.cloudfront.net/55fb5e1d-66ac-4bcb-b23c-c20ad826d668.jpeg
29269,transform a snack saucy bbq 8pk,transform a snack saucy bbq 8pk,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/81ef7c7c4743f24a80e5d08d82867439/b4facf495c22df52f3ca635379ebe613.jpeg
29419,tropicana orange juice 850ml,tropicana orange juice 850ml,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/990870f65326cea1ce3045912863634f/b4facf495c22df52f3ca635379ebe613.jpeg
29469,tuc cheese sandwich,tuc cheese sandwich,Yes,https://d1ralsognjng37.cloudfront.net/b0cd55e9-9fdd-41b4-9b0f-06a544722756.jpeg
29487,tuna mayo salad half baguette sandwich,tuna mayo salad half baguette sandwich,Yes,https://d1ralsognjng37.cloudfront.net/69bf0d6d-5819-48a1-a7b0-a7b53431fce5.jpeg
29533,twiglets 105g,twiglets 105g,Yes,
29535,twin pack danish unsmoked bacon 2 x 200g,danish smoked back bacon twin pack 2x200g,Yes,https://d1ralsognjng37.cloudfront.net/87d16343-8e4f-46ca-ab1b-4358edd3ad74.jpeg
29535,twin pack danish unsmoked bacon 2 x 200g,danish smoked twin pack 2200g,Yes,https://d1ralsognjng37.cloudfront.net/3b3bbef4-5005-4f79-a357-78de26356dbc.jpeg
29535,twin pack danish unsmoked bacon 2 x 200g,danish unsmoked back bacon twin pack 2x200g,Yes,https://d1ralsognjng37.cloudfront.net/ad06ce0e-3566-4ca9-ba03-1eb5e8ae285e.jpeg
29535,twin pack danish unsmoked bacon 2 x 200g,danish unsmoked bacon twin pack 2200g,Yes,https://d1ralsognjng37.cloudfront.net/84a1d152-a566-4cc4-a953-01ee940dd94e.jpeg
29535,twin pack danish unsmoked bacon 2 x 200g,danish unsmoked bacon twinpack 2x200g,Yes,
29535,twin pack danish unsmoked bacon 2 x 200g,twin pack danish smoked bacon 2 x 200g,Yes,https://d1ralsognjng37.cloudfront.net/543e0b4c-7e56-41f4-9264-8d9e28751095.jpeg
29535,twin pack danish unsmoked bacon 2 x 200g,twin pack danish unsmoked bacon 2 x 200g,Yes,https://d1ralsognjng37.cloudfront.net/eae8d883-4eb7-427e-9293-ffa0d3cb755d.jpeg
29576,twirl 5 barrs 107.5g,twirl 5 barrs 107.5g,Yes,https://d1ralsognjng37.cloudfront.net/8acf4a78-cb25-4180-ac21-881b29e53c4d.jpeg
29727,tyskie polish beer 4pk,tyskie polish beer 4pk,Yes,
29773,uncle ben tikka massala 450 g,uncle ben tikka masala 450g,No,https://d1ralsognjng37.cloudfront.net/62e4f4d6-1bf4-434e-a67b-6b2b5eb8335b.jpeg
29773,uncle ben tikka massala 450 g,uncle ben tikka masala sauce 450g,No,https://d1ralsognjng37.cloudfront.net/5a5dfee0-c924-4069-8351-1ba89ab09a97.jpeg
29847,utterly butterly 250 g,utterly butterly spread 250g ,No,https://tb-static.uber.com/prod/image-proc/processed_images/94b28fb7111754bf244aa0830c10d858/859baff1d76042a45e319d1de80aec7a.jpeg
29847,utterly butterly 250 g,utterly butterly spread 500g ,No,https://tb-static.uber.com/prod/image-proc/processed_images/6bd2a762e89227a7778cc68f5e1b06e7/859baff1d76042a45e319d1de80aec7a.jpeg
29852,vale of mowbray 2 pack snack pork pie,vale of mowbray 2 pack cheese pickle pork pie,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/300585176497f0899ee429ef075ba128/859baff1d76042a45e319d1de80aec7a.jpeg
29852,vale of mowbray 2 pack snack pork pie,vale of mowbray 2 pack cheese pickle snack pork pie,Yes,https://d1ralsognjng37.cloudfront.net/28c2b448-857e-4409-9121-7f7f38757dbd.jpeg
29852,vale of mowbray 2 pack snack pork pie,vale of mowbray 2 pack snack pork pie,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/5db258f809e424e76ab9e8d646c9bb66/859baff1d76042a45e319d1de80aec7a.jpeg
29853,vale of mowbray 4 mini pork pie,vale of mowbray 4 mini pork pie,Yes,https://d1ralsognjng37.cloudfront.net/ad869cec-728c-469b-9720-30a36b1c3c01.jpeg
29920,velvet or cushelle 9 toilet roll,velvet or cushelle 9 toilet roll,Yes,
29933,veuve clicquot brut yellow label champagne,veuve clicquot brut yellow label champagne,Yes,https://d1ralsognjng37.cloudfront.net/53444932-d7d8-4e2d-9a7a-f58bf468dd45.jpeg
30879,viennetta vanilla,wall viennetta vanilla,No,https://d1ralsognjng37.cloudfront.net/2187404b-7cd2-423e-98b7-4d2e0c9e3753.jpeg
29982,vimto bon bons,vimto bon bons,Yes,https://d1ralsognjng37.cloudfront.net/397d67ce-18e5-4da4-99d1-f8423654957e.jpeg
30011,vimto fizzy 2 l,vimto fizzy 2 lt,No,https://d1ralsognjng37.cloudfront.net/f57977a9-5069-4f4c-bb99-3fef2eb47d26.jpeg
30011,vimto fizzy 2 l,vimto fizzy light 2l,No,https://d1ralsognjng37.cloudfront.net/582f7fbe-f568-4438-9b3f-574b54a4953f.jpeg
30020,vimto ice lolly,vimto ice lolly,Yes,https://d1ralsognjng37.cloudfront.net/c22dff24-50e7-44fa-ac09-c6a03a7895f7.jpeg
30032,vimto no added sugar cordial 1 ltr,vimto no added sugar cordial 1 ltr,Yes,https://d1ralsognjng37.cloudfront.net/4c13646c-3f41-4401-af4d-263ee15d5fbb.jpeg
30056,vimto squash no sugar 725ml,vimto no added sugar squash 725ml,Yes,https://d1ralsognjng37.cloudfront.net/c91bf56c-43a2-4248-b544-cb2ce9b831a7.jpeg
30056,vimto squash no sugar 725ml,vimto squash no sugar 725ml,Yes,
30149,vogue bleue 20 cigarette,vogue bleue 20 cigarette,Yes,
30153,vogue blue slim cigarettes 20 units,vogue bleue super slim 20 cigarette,No,
30336,volvic lemon and lime water bottle 1.5 l,volvic lemon and lime water 1.5l,No,https://d1ralsognjng37.cloudfront.net/2894d2ea-ac91-47a1-9a4b-069c1302f108.jpeg
30188,volvic lemon flavored water 1.5 l,volvic lemon flavored water 1.5 l,Yes,
30202,volvic mineral water 6pk,volvic mineral water 6pk,Yes,
30332,volvic natural mineral water 1 l,volvic mineral water 1.5 littre,No,https://tb-static.uber.com/prod/image-proc/processed_images/80500b550db51c17b8b52248db7e5784/859baff1d76042a45e319d1de80aec7a.jpeg
30332,volvic natural mineral water 1 l,volvic mineral water 1.5 ltr,No,https://d1ralsognjng37.cloudfront.net/6e07085a-9e34-4f13-a81c-31ba08a3a01f.jpeg
30332,volvic natural mineral water 1 l,volvic mineral water 1.5litre,No,
30332,volvic natural mineral water 1 l,volvic mineral water pet 1.5 litre,No,
30332,volvic natural mineral water 1 l,volvic mineral water1.5l,No,https://d1ralsognjng37.cloudfront.net/bbdb81a0-7a86-4e3a-8120-0d5b0669f829.jpeg
30332,volvic natural mineral water 1 l,volvic natural mineral water sport cap 1l,No,https://tb-static.uber.com/prod/image-proc/processed_images/163b8c7cb7359136a6240a7b62829dcf/4218ca1d09174218364162cd0b1a8cc1.jpeg
30332,volvic natural mineral water 1 l,volvic still mineral water 1.5 litre,No,https://tb-static.uber.com/prod/image-proc/processed_images/5c2238c13687b22510673e3ba0a8ed12/b4facf495c22df52f3ca635379ebe613.jpeg
30230,volvic sparkling water 1.5 litre,volvic sparkling water 1.5 litre,Yes,
30335,volvic summer fruit flavour 1.5 l,volvic water summer fruit 1.5l,No,https://d1ralsognjng37.cloudfront.net/e9687471-f318-49a8-a4df-ba330d6ce1e8.jpeg
30322,volvic touch of fruit orange 1.5 l,volvic touch of fruit still strawberry na 1.5ltr,No,
30322,volvic touch of fruit orange 1.5 l,volvic touch of fruit strawberry 1.5 litre,No,
30322,volvic touch of fruit orange 1.5 l,volvic touch of fruit strawberry sugarfree 1.5l,No,https://tb-static.uber.com/prod/image-proc/processed_images/0306cc44fc8d850b54fb55979f7c78d6/b4facf495c22df52f3ca635379ebe613.jpeg
30322,volvic touch of fruit orange 1.5 l,volvic touch of strawberry 1.5 littre,No,
30328,volvic water 1ltr,volvic water 1ltr,Yes,https://d1ralsognjng37.cloudfront.net/c3f6925f-eef0-430c-83be-6b582277c9e8.jpeg
30393,wagon wheel jammie 6pk,wagon wheel jammie 6pk,Yes,https://d1ralsognjng37.cloudfront.net/97fd0fb8-9c39-4dfa-9d10-396e5183ca75.jpeg
30567,waker max strong hot chicken wing 70 g,walker max hot chicken wing 70g,No,https://d1ralsognjng37.cloudfront.net/a95316e7-6943-4e3d-ba19-61b3ac14e1ef.jpeg
30567,waker max strong hot chicken wing 70 g,walker max strong hot chicken wing 70g,No,
30567,waker max strong hot chicken wing 70 g,walker max strong hot chicken wing crisp 70g,No,https://d1ralsognjng37.cloudfront.net/8315f279-2e56-4c86-b412-d76dd69c73b4.jpeg
30413,walker baked wotsits grab bag,walker baked wotsits grab bag,Yes,https://tb-static.uber.com/prod/image-proc/processed_images/6fff715700b05ce87c94069d271ed25f/859baff1d76042a45e319d1de80aec7a.jpeg
30475,walker crisp cheese and onion 6 pack,walker cheese and onion 6 pack,Yes,https://d1ralsognjng37.cloudfront.net/e490d377-a1a7-442e-9d24-6eba145b517c.jpeg
